,img_no,img_path,gender_score,quality_score,age_score,glass_score
5439,5439,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005439.jpg,0.9998,0.998,0.0014,0.0044
5440,5440,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005440.jpg,1.0,0.9762,0.0026,0.0399
5441,5441,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005441.jpg,0.5921,0.7903,0.0072,0.0003
5442,5442,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005442.jpg,0.9948,0.9998,0.0023,0.0007
5443,5443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005443.jpg,0.993,0.2403,0.0364,0.0692
5444,5444,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005444.jpg,0.9976,0.9992,0.0149,0.0003
5445,5445,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005445.jpg,0.9999,0.9999,0.0146,0.0036
5446,5446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005446.jpg,0.9247,1.0,0.1811,0.0001
5447,5447,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005447.jpg,0.0027,1.0,0.0003,0.0005
5448,5448,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005448.jpg,0.9999,0.9996,0.0197,0.9777
5449,5449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005449.jpg,0.9996,0.9999,0.001,0.0046
5450,5450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005450.jpg,0.9951,1.0,0.8346,0.0164
5451,5451,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005451.jpg,0.9993,1.0,0.0006,0.0018
5452,5452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005452.jpg,0.9575,0.9779,0.0943,0.9791
5453,5453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005453.jpg,0.9999,0.93,0.0059,0.0002
5454,5454,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005454.jpg,0.9986,0.0086,0.0077,0.0001
5455,5455,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005455.jpg,0.9873,0.9962,0.0085,0.0031
5456,5456,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005456.jpg,0.9971,0.9991,0.5632,0.0002
5457,5457,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005457.jpg,0.9969,0.9999,0.0077,0.0051
5458,5458,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005458.jpg,0.9979,1.0,0.0687,0.0035
5459,5459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005459.jpg,0.9917,0.9992,0.0869,0.0024
5460,5460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005460.jpg,0.9982,0.9997,0.0066,0.0046
5461,5461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005461.jpg,0.9982,0.3372,0.0058,0.0006
5462,5462,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005462.jpg,0.9999,0.9995,0.1559,0.0033
5463,5463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005463.jpg,0.9997,1.0,0.0094,0.6843
5464,5464,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005464.jpg,0.9995,1.0,0.0102,0.0019
5465,5465,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005465.jpg,1.0,0.9997,0.0016,0.002
5466,5466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005466.jpg,0.9999,1.0,0.0032,0.0005
5467,5467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005467.jpg,0.9908,0.9763,0.054,0.8132
5468,5468,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005468.jpg,1.0,0.9943,0.0015,0.0162
5469,5469,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005469.jpg,0.9999,1.0,0.0491,0.0009
5470,5470,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005470.jpg,0.9999,0.9977,0.0007,0.001
5471,5471,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005471.jpg,1.0,0.9984,0.0903,0.0038
5472,5472,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005472.jpg,0.9999,0.9994,0.0071,0.0004
5473,5473,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005473.jpg,0.9981,0.9626,0.0072,0.9898
5474,5474,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005474.jpg,0.9991,1.0,0.005,0.0074
5475,5475,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005475.jpg,1.0,0.9999,0.0021,0.002
5476,5476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005476.jpg,1.0,0.3577,0.0027,0.0012
5477,5477,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005477.jpg,1.0,0.9996,0.0124,0.0003
5478,5478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005478.jpg,0.9998,0.9999,0.0082,0.0015
5479,5479,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005479.jpg,0.9793,1.0,0.0081,0.0003
5480,5480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005480.jpg,0.0008,0.9989,0.0046,0.0156
5481,5481,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005481.jpg,0.9999,0.9998,0.0226,0.0002
5482,5482,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005482.jpg,1.0,0.9985,0.0021,0.0061
5483,5483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005483.jpg,0.9999,0.9999,0.0188,0.0008
5484,5484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005484.jpg,0.989,0.9999,0.0677,0.0006
5485,5485,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005485.jpg,0.9691,0.9852,0.0004,0.0071
5486,5486,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005486.jpg,0.4733,0.9005,0.0177,0.0004
5487,5487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005487.jpg,0.9997,0.9993,0.1363,0.0021
5488,5488,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005488.jpg,0.9999,0.9998,0.0013,0.0015
5489,5489,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005489.jpg,0.5771,1.0,0.0015,0.9896
5490,5490,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005490.jpg,0.9999,0.9979,0.0006,0.0003
5491,5491,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005491.jpg,0.9997,0.9988,0.0018,0.0052
5492,5492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005492.jpg,0.9985,0.9986,0.0491,0.0025
5493,5493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005493.jpg,0.7715,0.0701,0.0311,0.0013
5494,5494,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005494.jpg,0.6505,0.9999,0.0001,0.0028
5495,5495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005495.jpg,0.9868,0.9996,0.0049,0.0017
5496,5496,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005496.jpg,0.9999,0.9998,0.0012,0.0006
5497,5497,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005497.jpg,0.9994,1.0,0.0035,0.9742
5498,5498,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005498.jpg,0.9999,1.0,0.0029,0.0004
5499,5499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005499.jpg,0.9987,1.0,0.0294,0.0014
5500,5500,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005500.jpg,0.9997,0.9974,0.0016,0.0006
5501,5501,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005501.jpg,0.9411,0.1299,0.0627,0.0046
5502,5502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005502.jpg,1.0,1.0,0.0019,0.0035
5503,5503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005503.jpg,0.0298,0.999,0.0171,0.0056
5504,5504,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005504.jpg,0.998,0.9998,0.0001,0.0002
5505,5505,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005505.jpg,0.9999,0.9996,0.001,0.003
5506,5506,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005506.jpg,0.1381,1.0,0.0095,0.0016
5507,5507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005507.jpg,0.9981,0.9997,0.0032,0.0002
5508,5508,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005508.jpg,0.9523,0.9981,0.0003,0.0002
5509,5509,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005509.jpg,0.9999,0.5732,0.0006,0.0012
5510,5510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005510.jpg,0.9998,0.9979,0.0006,0.0015
5511,5511,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005511.jpg,0.9999,0.9999,0.0073,0.0025
5512,5512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005512.jpg,1.0,0.9941,0.0024,0.0351
5513,5513,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005513.jpg,0.9996,1.0,0.0158,0.0006
5514,5514,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005514.jpg,0.9808,0.9999,0.82,0.9878
5515,5515,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005515.jpg,0.9995,0.999,0.0796,0.0022
5516,5516,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005516.jpg,0.9998,1.0,0.2596,0.0155
5517,5517,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005517.jpg,0.547,0.9999,0.001,0.0005
5518,5518,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005518.jpg,0.9999,0.9999,0.0089,0.0022
5519,5519,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005519.jpg,0.9991,0.9975,0.2251,0.2179
5520,5520,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005520.jpg,0.9986,0.9999,0.0009,0.0017
5521,5521,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005521.jpg,0.9967,0.9998,0.131,0.0131
5522,5522,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005522.jpg,0.6977,0.9928,0.0094,0.0069
5523,5523,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005523.jpg,0.9985,0.9997,0.9422,0.003
5524,5524,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005524.jpg,0.1706,0.1278,0.0201,0.0077
5525,5525,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005525.jpg,0.999,0.9991,0.0032,0.003
5526,5526,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005526.jpg,0.9999,1.0,0.0039,0.0008
5527,5527,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005527.jpg,0.9983,1.0,0.0042,0.0003
5528,5528,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005528.jpg,1.0,0.8796,0.0004,0.0037
5529,5529,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005529.jpg,0.9999,1.0,0.0021,0.0016
5530,5530,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005530.jpg,0.9976,0.977,0.0076,0.0007
5531,5531,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005531.jpg,0.9999,0.9924,0.001,0.02
5532,5532,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005532.jpg,0.9999,0.9869,0.0017,0.004
5533,5533,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005533.jpg,0.0039,1.0,0.0162,0.0002
5534,5534,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005534.jpg,1.0,1.0,0.2152,0.0003
5535,5535,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005535.jpg,0.9845,1.0,0.002,0.8557
5536,5536,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005536.jpg,1.0,0.9988,0.0006,0.0038
5537,5537,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005537.jpg,0.9997,0.9998,0.0016,0.0105
5538,5538,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005538.jpg,0.9999,0.9998,0.0376,0.0078
5539,5539,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005539.jpg,0.9999,0.9999,0.0021,0.0022
5540,5540,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005540.jpg,0.9886,1.0,0.0092,0.0039
5541,5541,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005541.jpg,1.0,0.9994,0.0071,0.0003
5542,5542,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005542.jpg,0.9998,0.9999,0.0034,0.0033
5543,5543,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005543.jpg,0.4186,1.0,0.1313,0.0067
5544,5544,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005544.jpg,0.9994,0.9999,0.0496,0.0028
5545,5545,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005545.jpg,0.9955,0.9886,0.0111,0.0018
5546,5546,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005546.jpg,0.9996,0.9998,0.0031,0.0019
5547,5547,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005547.jpg,0.9994,0.9999,0.046,0.0051
5548,5548,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005548.jpg,0.0429,0.9999,0.0023,0.03
5549,5549,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005549.jpg,0.9943,0.9927,0.0635,0.0973
5550,5550,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005550.jpg,0.9996,0.9999,0.0079,0.0007
5551,5551,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005551.jpg,1.0,0.9998,0.0025,0.001
5552,5552,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005552.jpg,0.9993,0.9998,0.0171,0.0013
5553,5553,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005553.jpg,1.0,0.0432,0.0099,0.0006
5554,5554,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005554.jpg,0.997,1.0,0.0081,0.0339
5555,5555,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005555.jpg,0.9998,0.9998,0.0152,0.0007
5556,5556,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005556.jpg,1.0,1.0,0.0023,0.0011
5557,5557,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005557.jpg,0.9997,1.0,0.0011,0.0054
5558,5558,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005558.jpg,0.9996,1.0,0.1674,0.0013
5559,5559,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005559.jpg,0.9999,1.0,0.005,0.0004
5560,5560,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005560.jpg,0.9998,0.9998,0.1149,0.0003
5561,5561,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005561.jpg,1.0,1.0,0.0069,0.0014
5562,5562,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005562.jpg,1.0,1.0,0.0114,0.0004
5563,5563,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005563.jpg,0.9999,0.9994,0.0039,0.0009
5564,5564,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005564.jpg,0.9999,0.9999,0.0125,0.0009
5565,5565,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005565.jpg,0.9997,0.97,0.0003,0.0001
5566,5566,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005566.jpg,0.9987,0.9973,0.0033,0.002
5567,5567,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005567.jpg,0.9998,0.9995,0.9782,0.0031
5568,5568,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005568.jpg,0.9908,0.9979,0.003,0.0048
5569,5569,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005569.jpg,0.9989,1.0,0.0254,0.0009
5570,5570,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005570.jpg,0.9999,0.9996,0.0192,0.0015
5571,5571,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005571.jpg,1.0,0.9999,0.0014,0.0024
5572,5572,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005572.jpg,0.9952,1.0,0.0128,0.0023
5573,5573,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005573.jpg,1.0,0.9991,0.0012,0.0014
5574,5574,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005574.jpg,0.9819,1.0,0.0524,0.0011
5575,5575,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005575.jpg,0.9998,0.019,0.002,0.0005
5576,5576,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005576.jpg,0.9999,1.0,0.017,0.0005
5577,5577,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005577.jpg,0.9925,0.9997,0.0143,0.0036
5578,5578,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005578.jpg,0.9997,1.0,0.1097,0.0009
5579,5579,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005579.jpg,1.0,0.9991,0.0182,0.0001
5580,5580,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005580.jpg,1.0,0.9997,0.0012,0.0019
5581,5581,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005581.jpg,0.9992,0.9999,0.4196,0.0021
5582,5582,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005582.jpg,0.9988,0.9939,0.0217,0.9193
5583,5583,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005583.jpg,0.1096,1.0,0.0004,0.0005
5584,5584,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005584.jpg,0.9942,0.5729,0.0003,0.0004
5585,5585,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005585.jpg,0.9998,1.0,0.0073,0.0022
5586,5586,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005586.jpg,0.9997,1.0,0.0016,0.0013
5587,5587,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005587.jpg,0.999,0.9993,0.1144,0.0015
5588,5588,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005588.jpg,1.0,0.9998,0.0251,0.0024
5589,5589,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005589.jpg,0.9992,0.9997,0.0009,0.0031
5590,5590,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005590.jpg,0.9911,0.9998,0.0596,0.0113
5591,5591,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005591.jpg,0.9996,0.9979,0.0021,0.0058
5592,5592,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005592.jpg,0.9999,0.9972,0.0013,0.0008
5593,5593,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005593.jpg,0.0481,0.9992,0.3609,0.0994
5594,5594,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005594.jpg,1.0,1.0,0.0416,0.0004
5595,5595,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005595.jpg,0.9945,0.9998,0.084,0.001
5596,5596,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005596.jpg,0.9993,0.9935,0.007,0.0005
5597,5597,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005597.jpg,0.8044,1.0,0.0725,0.9135
5598,5598,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005598.jpg,1.0,0.9999,0.0022,0.0041
5599,5599,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005599.jpg,0.9996,0.9999,0.0939,0.0026
5600,5600,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005600.jpg,0.9999,1.0,0.0121,0.0021
5601,5601,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005601.jpg,0.9996,0.9995,0.0809,0.0011
5602,5602,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005602.jpg,0.9997,1.0,0.0658,0.0027
5603,5603,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005603.jpg,0.9973,0.9954,0.0029,0.0007
5604,5604,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005604.jpg,0.9908,1.0,0.006,0.0019
5605,5605,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005605.jpg,1.0,0.9874,0.0014,0.0016
5606,5606,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005606.jpg,0.3927,0.9998,0.4765,0.0001
5607,5607,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005607.jpg,0.9995,1.0,0.004,0.0094
5608,5608,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005608.jpg,0.994,0.8545,0.0018,0.0049
5609,5609,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/005609.jpg,1.0,0.9646,0.0009,0.0011
