img_no,img_path,property_gender_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
8414,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008414.jpg,0.9996,0.9996,0.9998,0.999,1.0,0.9997
8415,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008415.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8416,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008416.jpg,0.3112,0.2709,0.2124,0.4793,0.3596,0.2337
8417,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008417.jpg,0.7056,0.6623,0.7047,0.6051,0.8345,0.7215
8418,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008418.jpg,0.9865,0.9738,0.9944,0.9821,0.9977,0.9847
8419,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008419.jpg,0.997,0.9965,0.9979,0.9937,0.9994,0.9974
8420,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008420.jpg,0.9999,0.9999,0.9998,0.9998,1.0,0.9999
8421,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008421.jpg,0.9965,0.9972,0.9982,0.9916,0.9994,0.996
8422,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008422.jpg,0.9995,0.9992,0.9994,0.9994,0.9997,0.9996
8423,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008423.jpg,0.0454,0.0504,0.0349,0.111,0.0196,0.0109
8424,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008424.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8425,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008425.jpg,0.6277,0.698,0.2787,0.8026,0.4893,0.87
8426,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008426.jpg,0.9946,0.9937,0.9951,0.9917,0.997,0.9954
8427,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008427.jpg,0.9989,0.998,0.9991,0.9989,0.9998,0.9988
8428,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008428.jpg,0.9996,0.9995,0.9998,0.9991,0.9999,0.9998
8429,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008429.jpg,0.9997,0.9997,0.9996,0.9995,0.9999,0.9998
8430,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008430.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8431,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008431.jpg,0.9343,0.9035,0.8671,0.9551,0.9804,0.9654
8432,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008432.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8433,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008433.jpg,0.9962,0.9957,0.9934,0.9964,0.9985,0.9969
8434,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008434.jpg,0.0066,0.0052,0.0031,0.009,0.0001,0.0159
8435,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008435.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
8436,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008436.jpg,0.9947,0.9953,0.9938,0.991,0.9983,0.9951
8437,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008437.jpg,0.9998,0.9996,0.9998,0.9996,1.0,0.9999
8438,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008438.jpg,0.9926,0.9938,0.9935,0.9917,0.9945,0.9897
8439,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008439.jpg,0.9988,0.9988,0.998,0.9994,0.9995,0.9983
8440,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008440.jpg,0.0005,0.001,0.0002,0.001,0.0002,0.0003
8441,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008441.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8442,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008442.jpg,0.9996,0.9995,0.9996,0.9992,0.9999,0.9994
8443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008443.jpg,0.7145,0.7541,0.5808,0.7943,0.791,0.6522
8444,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008444.jpg,0.9965,0.9964,0.9969,0.9936,0.9993,0.996
8445,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008445.jpg,0.9993,0.9996,0.9996,0.9973,1.0,0.9999
8446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008446.jpg,0.003,0.0032,0.0044,0.0055,0.0013,0.0005
8447,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008447.jpg,0.0073,0.0081,0.0064,0.0193,0.0013,0.0012
8448,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008448.jpg,0.9997,0.9997,0.9998,0.9994,1.0,0.9999
8449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008449.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
8450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008450.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8451,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008451.jpg,0.897,0.8668,0.9366,0.8515,0.9317,0.8983
8452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008452.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
8453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008453.jpg,0.9995,0.9993,0.9997,0.9992,0.9999,0.9993
8454,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008454.jpg,0.6166,0.7595,0.7114,0.4177,0.4019,0.7924
8455,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008455.jpg,0.9078,0.9303,0.8341,0.9603,0.9399,0.8741
8456,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008456.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
8457,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008457.jpg,0.9996,0.9995,0.9996,0.9992,0.9999,0.9998
8458,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008458.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
8459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008459.jpg,0.9997,0.9997,0.9993,0.9996,0.9999,0.9998
8460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008460.jpg,0.9997,0.9997,0.9997,0.9994,0.9999,0.9998
8461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008461.jpg,0.0347,0.0473,0.0504,0.0392,0.0151,0.0214
8462,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008462.jpg,0.9875,0.9819,0.9953,0.9776,0.9964,0.9863
8463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008463.jpg,0.9998,0.9997,0.9998,0.9997,0.9999,0.9997
8464,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008464.jpg,0.9974,0.9971,0.9979,0.995,0.9991,0.9981
8465,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008465.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
8466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008466.jpg,0.9997,0.9996,0.9999,0.9995,1.0,0.9995
8467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008467.jpg,0.0445,0.0988,0.0463,0.0339,0.0022,0.0413
8468,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008468.jpg,0.0003,0.0002,0.0002,0.001,0.0001,0.0001
8469,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008469.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8470,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008470.jpg,1.0,1.0,0.9999,0.9999,1.0,1.0
8471,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008471.jpg,1.0,0.9999,0.9999,0.9999,1.0,1.0
8472,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008472.jpg,0.9994,0.999,0.9996,0.9992,0.9999,0.9994
8473,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008473.jpg,0.9995,0.9994,0.9996,0.9989,0.9999,0.9997
8474,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008474.jpg,0.8948,0.9226,0.8128,0.9337,0.9312,0.8738
8475,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008475.jpg,0.9987,0.9983,0.9984,0.9976,0.9997,0.9995
8476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008476.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9998
8477,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008477.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
8478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008478.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8479,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008479.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
8480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008480.jpg,0.9931,0.9892,0.9883,0.9936,0.9988,0.9955
8481,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008481.jpg,0.9999,0.9998,0.9999,0.9998,0.9999,1.0
8482,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008482.jpg,0.9989,0.9988,0.999,0.9981,0.9994,0.9994
8483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008483.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
8484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008484.jpg,0.0118,0.0153,0.0213,0.0147,0.0031,0.0047
8485,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008485.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8486,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008486.jpg,0.995,0.9963,0.9957,0.9876,0.9986,0.997
8487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008487.jpg,0.9997,0.9997,0.9998,0.9996,0.9999,0.9997
8488,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008488.jpg,0.9985,0.998,0.9991,0.9965,0.9998,0.999
8489,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008489.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8490,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008490.jpg,0.9992,0.999,0.9995,0.9983,0.9998,0.9994
8491,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008491.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
8492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008492.jpg,0.9981,0.9984,0.9993,0.9945,0.9994,0.9987
8493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008493.jpg,0.9996,0.9995,0.9998,0.9991,0.9999,0.9999
8494,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008494.jpg,0.2717,0.2526,0.249,0.3132,0.2079,0.3359
8495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008495.jpg,0.9983,0.998,0.9975,0.9975,0.9995,0.9991
8496,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008496.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8497,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008497.jpg,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999
8498,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008498.jpg,0.9956,0.9924,0.9962,0.9958,0.999,0.9947
8499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008499.jpg,0.9907,0.9792,0.992,0.9915,0.9938,0.9967
8500,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008500.jpg,0.9988,0.9981,0.9991,0.9985,0.9997,0.9987
8501,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008501.jpg,0.0126,0.0161,0.0108,0.0184,0.0095,0.0084
8502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008502.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008503.jpg,0.9996,0.9995,0.9991,0.9997,0.9999,0.9999
8504,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008504.jpg,1.0,0.9999,1.0,0.9999,1.0,0.9999
8505,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008505.jpg,0.0216,0.028,0.0109,0.0524,0.0092,0.0073
8506,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008506.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008507.jpg,0.974,0.9706,0.9624,0.9618,0.9952,0.9801
8508,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008508.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
8509,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008509.jpg,0.5996,0.4017,0.6373,0.5182,0.8393,0.6015
8510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008510.jpg,0.9986,0.9988,0.9993,0.9971,0.9998,0.9981
8511,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008511.jpg,0.0006,0.0008,0.0009,0.0008,0.0001,0.0003
8512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008512.jpg,0.9736,0.9578,0.956,0.9765,0.9909,0.9867
8513,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008513.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8514,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008514.jpg,0.9979,0.9979,0.9981,0.9956,0.9996,0.9986
8515,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008515.jpg,0.9999,0.9999,1.0,0.9999,1.0,0.9999
8516,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008516.jpg,0.9847,0.9798,0.9843,0.9898,0.9942,0.9754
8517,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008517.jpg,0.9998,0.9998,0.9999,0.9997,1.0,0.9998
8518,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008518.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8519,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008519.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
8520,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008520.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
8521,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008521.jpg,0.9996,0.9995,0.9995,0.9995,0.9998,0.9997
8522,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008522.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8523,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008523.jpg,0.9996,0.9995,0.9997,0.9991,0.9999,0.9996
8524,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008524.jpg,0.9994,0.9995,0.9995,0.9988,0.9997,0.9994
8525,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008525.jpg,0.1885,0.2607,0.0359,0.3557,0.1997,0.0903
8526,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008526.jpg,0.8498,0.9479,0.8526,0.8455,0.6332,0.97
8527,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008527.jpg,0.999,0.9988,0.9991,0.9984,0.9996,0.9991
8528,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008528.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
8529,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008529.jpg,0.9997,0.9997,0.9996,0.9994,0.9999,0.9997
8530,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008530.jpg,0.9991,0.9992,0.9994,0.9975,0.9999,0.9997
8531,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008531.jpg,0.999,0.999,0.9994,0.9975,0.9997,0.9995
8532,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008532.jpg,0.0002,0.0003,0.0002,0.0005,0.0,0.0
8533,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008533.jpg,0.0003,0.0008,0.0003,0.0004,0.0,0.0001
8534,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008534.jpg,0.9916,0.9893,0.995,0.984,0.9969,0.9931
8535,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008535.jpg,0.997,0.9983,0.9985,0.9895,0.9996,0.9991
8536,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008536.jpg,0.9986,0.9971,0.9989,0.9986,0.9997,0.9989
8537,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008537.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8538,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008538.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
8539,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008539.jpg,0.9998,0.9999,0.9998,0.9996,1.0,0.9999
8540,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008540.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
8541,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008541.jpg,0.149,0.1047,0.1413,0.153,0.106,0.24
8542,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008542.jpg,0.9963,0.9966,0.9977,0.9902,0.9995,0.9975
8543,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008543.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
8544,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008544.jpg,0.9878,0.9844,0.9877,0.9874,0.9967,0.9826
8545,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008545.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
8546,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008546.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8547,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008547.jpg,0.989,0.9824,0.9927,0.9774,0.9987,0.9939
8548,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008548.jpg,0.987,0.9842,0.995,0.9815,0.995,0.9792
8549,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008549.jpg,0.9999,1.0,1.0,0.9999,1.0,1.0
8550,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008550.jpg,0.1628,0.2279,0.2549,0.1657,0.0638,0.1018
8551,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008551.jpg,0.001,0.0007,0.0013,0.0022,0.0005,0.0003
8552,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008552.jpg,0.9871,0.9845,0.9813,0.9782,0.9995,0.9922
8553,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008553.jpg,0.9548,0.9659,0.9516,0.9626,0.9402,0.9539
8554,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008554.jpg,0.9996,0.9996,0.9998,0.9987,1.0,0.9998
8555,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008555.jpg,0.9996,0.9995,0.9993,0.9994,0.9999,0.9998
8556,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008556.jpg,0.939,0.941,0.9736,0.9584,0.894,0.9279
8557,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008557.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
8558,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008558.jpg,0.9901,0.9908,0.9938,0.9816,0.9957,0.9889
8559,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008559.jpg,0.0985,0.0414,0.1585,0.2185,0.0589,0.0154
8560,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008560.jpg,0.9981,0.9985,0.9992,0.9933,0.9999,0.9996
8561,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008561.jpg,0.9994,0.999,0.9995,0.9991,0.9999,0.9996
8562,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008562.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
8563,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008563.jpg,0.9947,0.9938,0.9943,0.9901,0.9986,0.9967
8564,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008564.jpg,0.9861,0.9863,0.9907,0.9621,0.9969,0.9943
8565,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008565.jpg,1.0,0.9999,0.9999,0.9999,1.0,1.0
8566,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008566.jpg,0.9997,0.9996,0.9996,0.9996,0.9999,0.9998
8567,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008567.jpg,1.0,1.0,1.0,1.0,1.0,1.0
8568,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008568.jpg,0.4956,0.5483,0.6965,0.5825,0.1426,0.5081
8569,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008569.jpg,0.9994,0.9989,0.9997,0.9991,0.9999,0.9994
8570,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008570.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
8571,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008571.jpg,0.9942,0.9891,0.9956,0.9909,0.9991,0.9965
8572,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008572.jpg,0.9971,0.9967,0.997,0.9933,0.9997,0.9987
