img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
9202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009202.jpg,0.0115,0.0,0.0299,0.0,0.0228,0.0049
9203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009203.jpg,0.0009,0.0003,0.0028,0.0,0.0001,0.0014
9204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009204.jpg,0.0041,0.0025,0.0078,0.0006,0.0021,0.0075
9205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009205.jpg,0.9571,0.843,0.9797,0.9993,0.9815,0.9822
9206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009206.jpg,0.0006,0.0002,0.0017,0.0,0.0004,0.0009
9207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009207.jpg,0.0063,0.0009,0.0251,0.0012,0.0025,0.0019
9208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009208.jpg,0.0005,0.0003,0.0009,0.0,0.0001,0.0012
9209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009209.jpg,0.0026,0.001,0.0052,0.0001,0.0017,0.0049
9210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009210.jpg,0.0009,0.0003,0.0018,0.0001,0.0001,0.0024
9211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009211.jpg,0.0013,0.0015,0.0027,0.0002,0.0003,0.0018
9212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009212.jpg,0.0167,0.0047,0.0615,0.0035,0.006,0.008
9213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009213.jpg,0.0016,0.0002,0.0043,0.0004,0.0028,0.0005
9214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009214.jpg,0.0005,0.0,0.001,0.0,0.0004,0.0008
9215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009215.jpg,0.0018,0.0,0.0064,0.0,0.0005,0.0019
9216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009216.jpg,0.0027,0.0007,0.0099,0.0002,0.0001,0.0025
9217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009217.jpg,0.0023,0.0003,0.0089,0.0002,0.0006,0.0017
9218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009218.jpg,0.0001,0.0001,0.0004,0.0,0.0001,0.0001
9219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009219.jpg,0.0021,0.0007,0.005,0.0005,0.0008,0.0035
9220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009220.jpg,0.0009,0.0003,0.0037,0.0001,0.0003,0.0003
9221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009221.jpg,0.0003,0.0002,0.0008,0.0,0.0001,0.0003
9222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009222.jpg,0.0102,0.0054,0.0149,0.0134,0.0048,0.0124
9223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009223.jpg,0.0021,0.0003,0.0052,0.0002,0.0006,0.0041
9224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009224.jpg,0.0002,0.0001,0.0004,0.0,0.0001,0.0002
9225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009225.jpg,0.0011,0.0001,0.0018,0.0,0.0004,0.0034
9226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009226.jpg,0.0004,0.0004,0.0009,0.0,0.0001,0.0003
9227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009227.jpg,0.0001,0.0001,0.0001,0.0,0.0001,0.0002
9228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009228.jpg,0.0042,0.0001,0.0168,0.0002,0.002,0.0018
9229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009229.jpg,0.0206,0.0071,0.0425,0.0346,0.0037,0.0151
9230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009230.jpg,0.0007,0.0005,0.0019,0.0,0.0002,0.0011
9231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009231.jpg,0.0001,0.0001,0.0002,0.0,0.0,0.0002
9232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009232.jpg,0.1155,0.0584,0.1025,0.2636,0.1137,0.0395
9233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009233.jpg,0.0013,0.0015,0.0025,0.0001,0.0004,0.0023
9234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009234.jpg,0.1112,0.0211,0.0458,0.0007,0.0057,0.4829
9235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009235.jpg,0.0067,0.0052,0.0179,0.0002,0.0012,0.009
9236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009236.jpg,0.0054,0.0043,0.0154,0.0001,0.0007,0.0062
9237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009237.jpg,0.0115,0.0002,0.0495,0.0023,0.0045,0.0008
9238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009238.jpg,0.0001,0.0002,0.0001,0.0,0.0,0.0
9239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009239.jpg,0.0006,0.0001,0.0016,0.0,0.0005,0.0006
9240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009240.jpg,0.0694,0.1046,0.155,0.0034,0.0143,0.0694
9241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009241.jpg,0.0072,0.001,0.0223,0.0023,0.0042,0.0061
9242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009242.jpg,0.0018,0.0022,0.0041,0.0001,0.0003,0.0026
9243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009243.jpg,0.0066,0.0117,0.0115,0.0,0.0053,0.0042
9244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009244.jpg,0.0002,0.0002,0.0004,0.0,0.0001,0.0002
9245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009245.jpg,0.0019,0.0016,0.0056,0.0001,0.0003,0.002
9246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009246.jpg,0.0004,0.0001,0.0011,0.0001,0.0003,0.0005
9247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009247.jpg,0.0003,0.0,0.0002,0.0,0.0,0.0014
9248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009248.jpg,0.0007,0.0001,0.0004,0.0003,0.0006,0.0018
9249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009249.jpg,0.0002,0.0001,0.0006,0.0,0.0,0.0001
9250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009250.jpg,0.0008,0.0018,0.0016,0.0001,0.0001,0.0005
9251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009251.jpg,0.0013,0.0004,0.0035,0.0001,0.0005,0.0019
9252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009252.jpg,0.0002,0.0,0.0007,0.0,0.0002,0.0001
9253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009253.jpg,0.0022,0.0002,0.0073,0.0,0.0022,0.0015
9254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009254.jpg,0.0048,0.0031,0.0157,0.0008,0.001,0.0036
9255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009255.jpg,0.0005,0.0003,0.0016,0.0001,0.0002,0.0005
9256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009256.jpg,0.0005,0.0001,0.0018,0.0001,0.0001,0.0005
9257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009257.jpg,0.0022,0.0004,0.007,0.0002,0.0008,0.0023
9258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009258.jpg,0.0002,0.0001,0.0003,0.0,0.0001,0.0004
9259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009259.jpg,0.0016,0.0007,0.0056,0.0001,0.0006,0.0011
9260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009260.jpg,0.0041,0.0036,0.0102,0.0006,0.0028,0.0035
9261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009261.jpg,0.0075,0.0049,0.0114,0.0015,0.0072,0.0124
9262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009262.jpg,0.0247,0.0428,0.0431,0.0045,0.0092,0.024
9263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009263.jpg,0.3964,0.1956,0.6848,0.5457,0.3352,0.2207
9264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009264.jpg,0.0009,0.0001,0.0027,0.0,0.0001,0.0016
9265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009265.jpg,0.0042,0.0066,0.0049,0.0003,0.0004,0.0088
9266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009266.jpg,0.7367,0.822,0.8477,0.8437,0.8123,0.3577
9267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009267.jpg,0.0018,0.0002,0.0047,0.0001,0.0004,0.0034
9268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009268.jpg,0.0009,0.0006,0.0028,0.0001,0.0003,0.0006
9269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009269.jpg,0.0068,0.0087,0.018,0.0018,0.0003,0.0053
9270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009270.jpg,0.0008,0.0001,0.0027,0.0001,0.0002,0.0006
9271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009271.jpg,0.0007,0.0002,0.0017,0.0,0.0001,0.0016
9272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009272.jpg,0.0011,0.0003,0.0023,0.0001,0.0011,0.0016
9273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009273.jpg,0.0,0.0,0.0001,0.0,0.0,0.0001
9274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009274.jpg,0.0014,0.0007,0.0029,0.0,0.0004,0.0029
9275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009275.jpg,0.0006,0.0005,0.0011,0.0,0.0005,0.0008
9276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009276.jpg,0.0038,0.0047,0.006,0.0037,0.0003,0.0044
9277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009277.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0004
9278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009278.jpg,0.0013,0.0001,0.005,0.0,0.0005,0.0011
9279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009279.jpg,0.0087,0.0169,0.0202,0.0002,0.0013,0.005
9280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009280.jpg,0.0013,0.0022,0.003,0.0001,0.0001,0.0014
9281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009281.jpg,0.0001,0.0,0.0001,0.0,0.0,0.0002
9282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009282.jpg,0.0087,0.0073,0.0315,0.0003,0.0026,0.0018
9283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009283.jpg,0.0016,0.0002,0.0049,0.001,0.0008,0.001
9284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009284.jpg,0.0283,0.0079,0.0114,0.0006,0.0044,0.1172
9285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009285.jpg,0.0014,0.0031,0.0025,0.0,0.0011,0.0004
9286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009286.jpg,0.0005,0.0005,0.0009,0.0,0.0001,0.0009
9287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009287.jpg,0.0026,0.0016,0.0084,0.0,0.0015,0.0016
9288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009288.jpg,0.0003,0.0003,0.0008,0.0001,0.0002,0.0002
9289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009289.jpg,0.0185,0.0345,0.0234,0.0001,0.0228,0.0118
9290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009290.jpg,0.0006,0.0,0.0019,0.0,0.0002,0.001
9291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009291.jpg,0.0024,0.0017,0.0012,0.0001,0.0008,0.0084
9292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009292.jpg,0.0076,0.0092,0.022,0.0004,0.0019,0.0047
9293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009293.jpg,0.0007,0.0002,0.0015,0.0,0.0002,0.0015
9294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009294.jpg,0.0016,0.001,0.005,0.0007,0.0004,0.001
9295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009295.jpg,0.0002,0.0001,0.0003,0.0,0.0,0.0004
9296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009296.jpg,0.0013,0.0012,0.0033,0.0,0.0008,0.0014
9297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009297.jpg,0.0034,0.0046,0.0089,0.0004,0.0011,0.0017
9298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009298.jpg,0.0005,0.0005,0.0006,0.0,0.0001,0.0012
9299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009299.jpg,0.0003,0.0002,0.0007,0.0,0.0002,0.0004
9300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009300.jpg,0.0042,0.0006,0.0116,0.0015,0.0029,0.0047
9301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009301.jpg,0.0009,0.001,0.0019,0.0003,0.0009,0.0003
9302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009302.jpg,0.0003,0.0001,0.0005,0.0001,0.0002,0.0006
9303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009303.jpg,0.0002,0.0004,0.0002,0.0,0.0,0.0003
9304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009304.jpg,0.0052,0.0016,0.0185,0.0004,0.0025,0.003
9305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009305.jpg,0.0062,0.0004,0.026,0.0001,0.0038,0.0006
9306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009306.jpg,0.0079,0.0066,0.0267,0.0025,0.0022,0.0016
9307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009307.jpg,0.0016,0.0,0.0065,0.0,0.0013,0.0001
9308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009308.jpg,0.0036,0.0023,0.0065,0.0003,0.0004,0.0087
9309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009309.jpg,0.0006,0.0005,0.0017,0.0,0.0002,0.0005
9310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009310.jpg,0.9419,0.9785,0.9234,0.9161,0.9857,0.9056
9311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009311.jpg,0.0054,0.0017,0.0092,0.0012,0.0014,0.0133
9312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009312.jpg,0.0038,0.0004,0.0103,0.0009,0.0002,0.0071
9313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009313.jpg,0.0007,0.0002,0.0028,0.0,0.0003,0.0004
9314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009314.jpg,0.1725,0.0066,0.228,0.0001,0.0312,0.5968
9315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009315.jpg,0.0011,0.0004,0.0035,0.0,0.0002,0.0015
9316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009316.jpg,0.0012,0.0014,0.0028,0.0002,0.0009,0.0007
9317,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009317.jpg,0.0004,0.0008,0.0005,0.0,0.0001,0.0006
9318,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009318.jpg,0.0005,0.0004,0.0014,0.0001,0.0002,0.0005
9319,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009319.jpg,0.9875,0.9755,0.993,0.9964,0.9921,0.9804
9320,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009320.jpg,0.0004,0.0002,0.0012,0.0,0.0001,0.0003
9321,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009321.jpg,0.0001,0.0002,0.0003,0.0,0.0,0.0001
9322,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009322.jpg,0.022,0.0032,0.0412,0.0519,0.0031,0.0105
9323,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009323.jpg,0.0002,0.0,0.0005,0.0,0.0001,0.0004
9324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009324.jpg,0.0007,0.0005,0.0011,0.0,0.0,0.0021
9325,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009325.jpg,0.0031,0.0016,0.0089,0.0002,0.0017,0.0031
9326,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009326.jpg,0.0012,0.0005,0.0029,0.0003,0.0002,0.002
9327,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009327.jpg,0.0006,0.0006,0.0011,0.0003,0.0001,0.0008
9328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009328.jpg,0.0006,0.0,0.0006,0.0,0.0001,0.0022
9329,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009329.jpg,0.0003,0.0003,0.0009,0.0,0.0001,0.0002
9330,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009330.jpg,0.0004,0.0001,0.0009,0.0,0.0004,0.0002
9331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009331.jpg,0.0001,0.0,0.0002,0.0,0.0,0.0002
9332,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009332.jpg,0.0002,0.0001,0.0006,0.0,0.0001,0.0002
9333,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009333.jpg,0.0007,0.0002,0.0028,0.0,0.0001,0.0005
9334,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009334.jpg,0.0003,0.0002,0.0008,0.0,0.0001,0.0007
9335,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009335.jpg,0.0003,0.0,0.0007,0.0,0.0,0.0007
9336,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009336.jpg,0.0033,0.0038,0.0091,0.0001,0.0019,0.0014
9337,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009337.jpg,0.0005,0.0004,0.0016,0.0,0.0001,0.0006
9338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009338.jpg,0.0065,0.0003,0.0244,0.0002,0.0036,0.0038
9339,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009339.jpg,0.0044,0.0013,0.0124,0.0005,0.0019,0.0057
9340,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009340.jpg,0.0032,0.0005,0.0086,0.0003,0.0009,0.0055
9341,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009341.jpg,0.0016,0.0016,0.0036,0.0001,0.0004,0.0024
9342,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009342.jpg,0.0037,0.0049,0.0055,0.0001,0.0006,0.0073
9343,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009343.jpg,0.0005,0.0,0.0015,0.0,0.0001,0.0008
9344,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009344.jpg,0.0008,0.0006,0.0024,0.0,0.0001,0.0008
9345,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009345.jpg,0.886,0.7035,0.9147,0.9027,0.9621,0.9471
9346,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009346.jpg,0.9671,0.9043,0.9881,0.9795,0.9932,0.9701
9347,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009347.jpg,0.0006,0.0004,0.0021,0.0001,0.0004,0.0001
9348,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009348.jpg,0.0025,0.002,0.0063,0.0,0.0003,0.0039
9349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009349.jpg,0.0068,0.0029,0.0151,0.0062,0.0014,0.0085
9350,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009350.jpg,0.0019,0.0006,0.0077,0.0001,0.0003,0.0009
9351,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009351.jpg,0.2827,0.6296,0.1035,0.2686,0.0174,0.3943
9352,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009352.jpg,0.0006,0.0004,0.0019,0.0,0.0002,0.0002
9353,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009353.jpg,0.0021,0.0019,0.0046,0.0002,0.0009,0.0031
9354,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009354.jpg,0.0012,0.0007,0.0037,0.0001,0.0004,0.001
9355,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009355.jpg,0.0176,0.0125,0.056,0.0009,0.0028,0.0159
9356,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009356.jpg,0.0018,0.0039,0.0026,0.0001,0.0001,0.0021
9357,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009357.jpg,0.0003,0.0003,0.0006,0.0,0.0001,0.0003
9358,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009358.jpg,0.001,0.001,0.0019,0.0002,0.0007,0.0015
9359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009359.jpg,0.0014,0.0011,0.003,0.0004,0.0004,0.0021
