img_no,img_path,property_quality_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
9036,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009036.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
9037,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009037.jpg,0.9988,0.9992,0.9979,0.9994,0.9986,0.999
9038,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009038.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
9039,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009039.jpg,0.9997,0.9998,0.9994,0.9999,0.9997,0.9997
9040,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009040.jpg,0.9959,0.998,0.9937,0.9967,0.9941,0.9971
9041,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009041.jpg,0.3038,0.3197,0.2585,0.2601,0.4228,0.2579
9042,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009042.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9043,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009043.jpg,0.9991,0.9996,0.9982,0.9992,0.9997,0.9991
9044,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009044.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9045,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009045.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9998
9046,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009046.jpg,0.9968,1.0,0.9945,0.9963,0.9971,0.9961
9047,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009047.jpg,0.9987,0.9996,0.9977,0.9987,0.999,0.9984
9048,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009048.jpg,0.9963,0.9961,0.9935,0.9983,0.9973,0.9966
9049,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009049.jpg,0.9998,0.9999,0.9996,0.9999,0.9999,0.9998
9050,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009050.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9051,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009051.jpg,0.993,0.9965,0.9874,0.9979,0.9892,0.9942
9052,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009052.jpg,0.9993,0.9995,0.9989,0.9995,0.9997,0.999
9053,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009053.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9054,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009054.jpg,0.9991,0.9994,0.9983,0.9998,0.9989,0.999
9055,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009055.jpg,0.9998,0.9998,0.9996,0.9999,0.9999,0.9998
9056,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009056.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9057,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009057.jpg,0.9983,0.9999,0.997,0.9991,0.9985,0.9967
9058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009058.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9059,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009059.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9060,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009060.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009061.jpg,0.9998,0.9999,0.9995,0.9999,0.9998,0.9998
9062,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009062.jpg,0.9995,0.9997,0.9991,0.9998,0.9994,0.9995
9063,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009063.jpg,0.9997,0.9998,0.9996,0.9999,0.9995,0.9999
9064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009064.jpg,0.9963,0.9978,0.994,0.9975,0.9951,0.9968
9065,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009065.jpg,0.9995,0.9998,0.999,0.9996,0.9996,0.9996
9066,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009066.jpg,0.993,0.9942,0.9895,0.9981,0.9928,0.9902
9067,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009067.jpg,0.9993,0.9996,0.9988,0.9996,0.9995,0.9991
9068,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009068.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009069.jpg,0.9995,0.9997,0.9992,0.9997,0.9997,0.9992
9070,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009070.jpg,0.9754,0.9906,0.9528,0.9899,0.9678,0.9757
9071,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009071.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9072,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009072.jpg,0.9996,0.9998,0.9993,0.9998,0.9995,0.9997
9073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009073.jpg,0.9994,0.9998,0.9988,0.9998,0.9993,0.9994
9074,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009074.jpg,0.9999,0.9999,0.9997,1.0,0.9999,0.9998
9075,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009075.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9076,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009076.jpg,0.9716,0.9738,0.9627,0.9773,0.971,0.9733
9077,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009077.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9078,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009078.jpg,0.9972,0.996,0.9951,0.9987,0.9975,0.9987
9079,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009079.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9998
9080,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009080.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
9081,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009081.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
9082,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009082.jpg,0.9846,0.9938,0.9763,0.9848,0.9822,0.9861
9083,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009083.jpg,0.9992,0.9994,0.9989,0.9993,0.9996,0.9986
9084,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009084.jpg,0.9995,0.9998,0.9993,0.9999,0.9994,0.9994
9085,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009085.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
9086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009086.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9087,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009087.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9088,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009088.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9089,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009089.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
9090,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009090.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9091,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009091.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
9092,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009092.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9093,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009093.jpg,0.9996,0.9998,0.9991,0.9997,0.9997,0.9995
9094,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009094.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9997
9095,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009095.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9096,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009096.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
9097,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009097.jpg,0.9978,0.9991,0.9959,0.9997,0.9969,0.9973
9098,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009098.jpg,0.9838,0.9828,0.9807,0.9869,0.9866,0.9819
9099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009099.jpg,0.0039,0.0039,0.0073,0.002,0.0025,0.0039
9100,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009100.jpg,0.9991,0.9995,0.9983,0.9997,0.9991,0.9988
9101,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009101.jpg,0.9991,0.9998,0.9983,0.9996,0.9988,0.999
9102,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009102.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9999
9103,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009103.jpg,0.9995,0.9998,0.999,0.9996,0.9995,0.9994
9104,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009104.jpg,0.9998,0.9999,0.9997,0.9998,0.9998,0.9997
9105,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009105.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
9106,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009106.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9107,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009107.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
9108,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009108.jpg,0.9989,0.9991,0.9977,0.9995,0.9988,0.9991
9109,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009109.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009110.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9111,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009111.jpg,0.998,0.9992,0.9969,0.9987,0.9984,0.9971
9112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009112.jpg,0.9986,0.9982,0.9978,0.9998,0.9986,0.9985
9113,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009113.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
9114,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009114.jpg,0.9979,0.9984,0.9971,0.9986,0.9977,0.9975
9115,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009115.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
9116,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009116.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
9117,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009117.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
9118,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009118.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
9119,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009119.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
9120,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009120.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
9121,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009121.jpg,0.9993,0.9995,0.999,0.9995,0.9997,0.999
9122,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009122.jpg,0.9991,0.9997,0.9981,0.9994,0.9992,0.9991
9123,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009123.jpg,0.9984,0.9995,0.9967,0.9989,0.9983,0.9988
9124,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009124.jpg,0.9993,0.9995,0.999,0.9994,0.9996,0.9991
9125,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009125.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9126,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009126.jpg,0.9998,1.0,0.9996,0.9998,0.9998,0.9998
9127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009127.jpg,0.9989,0.9995,0.9974,0.9993,0.9991,0.9994
9128,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009128.jpg,0.989,0.9962,0.9816,0.9919,0.983,0.9924
9129,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009129.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9130,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009130.jpg,0.9991,0.9994,0.9983,0.9994,0.9992,0.9991
9131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009131.jpg,0.9998,0.9998,0.9997,1.0,0.9999,0.9999
9132,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009132.jpg,0.9984,0.9992,0.996,0.9992,0.9987,0.9988
9133,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009133.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9134,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009134.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9135,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009135.jpg,0.9987,0.9992,0.9979,0.9989,0.9992,0.9981
9136,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009136.jpg,0.9999,1.0,0.9997,0.9999,0.9999,0.9999
9137,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009137.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9138,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009138.jpg,0.9997,0.9998,0.9995,0.9999,0.9997,0.9998
9139,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009139.jpg,0.9992,0.9995,0.9987,0.9996,0.9991,0.9991
9140,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009140.jpg,0.9993,0.9998,0.9984,0.9995,0.9995,0.9993
9141,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009141.jpg,0.9997,0.9998,0.9994,0.9998,0.9998,0.9996
9142,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009142.jpg,0.9909,0.9955,0.9869,0.9925,0.988,0.9917
9143,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009143.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9144,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009144.jpg,0.9988,0.9995,0.9984,0.9996,0.9986,0.998
9145,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009145.jpg,0.9946,0.9936,0.9896,0.9975,0.9961,0.9962
9146,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009146.jpg,0.9946,0.9965,0.992,0.9956,0.9931,0.9958
9147,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009147.jpg,0.9997,0.9998,0.9995,0.9998,0.9998,0.9997
9148,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009148.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
9149,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009149.jpg,0.998,0.9989,0.9962,0.9992,0.9977,0.9981
9150,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009150.jpg,0.9998,0.9999,0.9996,0.9998,0.9999,0.9997
9151,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009151.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9152,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009152.jpg,0.9995,0.9998,0.999,0.9997,0.9993,0.9996
9153,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009153.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
9154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009154.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009155.jpg,0.9999,0.9999,0.9997,1.0,0.9999,0.9999
9156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009156.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009157.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009158.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009159.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
9160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009160.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9999
9161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009161.jpg,0.9955,0.9974,0.9922,0.996,0.9944,0.9972
9162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009162.jpg,0.985,0.9956,0.9746,0.9864,0.9851,0.9832
9163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009163.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
9164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009164.jpg,0.9045,0.9301,0.8963,0.8916,0.9421,0.8623
9165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009165.jpg,0.9618,0.9797,0.9316,0.9775,0.9757,0.9444
9166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009166.jpg,0.9972,0.9979,0.995,0.9993,0.9966,0.9973
9167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009167.jpg,0.999,0.9997,0.9976,0.9993,0.9991,0.9994
9168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009168.jpg,1.0,1.0,0.9999,1.0,0.9999,1.0
9169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009169.jpg,0.9889,0.9946,0.9787,0.9961,0.9885,0.9864
9170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009170.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009171.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009172.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
9173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009173.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009174.jpg,0.9963,0.9954,0.9939,0.999,0.9982,0.9951
9175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009175.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009176.jpg,0.9994,0.9997,0.999,0.9996,0.9996,0.9994
9177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009177.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
9178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009178.jpg,0.9994,0.9997,0.9991,0.9996,0.9995,0.9993
9179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009179.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
9180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009180.jpg,0.9989,0.9993,0.998,0.9995,0.9993,0.9985
9181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009181.jpg,0.9996,0.9997,0.9993,0.9998,0.9998,0.9995
9182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009182.jpg,0.9998,0.9999,0.9995,0.9999,0.9997,0.9998
9183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009183.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
9184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009184.jpg,0.9997,0.9996,0.9996,1.0,0.9994,0.9998
9185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009185.jpg,0.9536,0.9692,0.9399,0.9837,0.9488,0.9264
9186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009186.jpg,0.9996,0.9997,0.9993,0.9998,0.9998,0.9994
9187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009187.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009188.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9998
9189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009189.jpg,0.9997,0.9998,0.9995,0.9999,0.9998,0.9997
9190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009190.jpg,1.0,1.0,1.0,1.0,1.0,1.0
9191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009191.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
9192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009192.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
9193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009193.jpg,0.9995,0.9996,0.9991,0.9998,0.9996,0.9995
9194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009194.jpg,0.9994,0.9995,0.9987,0.9997,0.9995,0.9995
9195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009195.jpg,0.9743,0.9736,0.9669,0.9871,0.9813,0.9626
