img_no,hair_color,hair_length,background_score,hairstyle
8707,-0.9183,0.8851,-0.1525,0.0689
8708,-0.2645,-3.2444,0.2887,0.0028
8709,-0.8828,0.455,-1.0753,1.0474
8710,-0.7073,0.7205,0.8358,-0.2117
8711,-0.9608,0.7238,0.6885,-0.0259
8712,-0.7946,0.8481,0.9857,0.42
8713,1.0927,0.6686,-1.5318,0.9507
8714,-0.5371,-0.0499,-1.0967,-0.4909
8715,-0.623,0.0963,1.842,-0.5751
8716,0.752,0.9051,-0.3785,0.4698
8717,-0.7037,1.0992,0.6918,0.155
8718,-0.3961,0.7323,1.3403,-0.5092
8719,-1.0247,0.2037,0.9488,0.4331
8720,1.484,0.7561,-1.1291,-0.353
8721,-1.1181,0.2404,0.8822,0.1105
8722,0.1501,-0.0798,-1.3333,0.0175
8723,1.0653,1.027,1.5621,-0.9914
8724,-1.0336,0.6157,-0.0335,-0.2454
8725,-0.511,0.1991,-0.577,0.4402
8726,0.5672,-2.4971,0.4898,0.2027
8727,-0.9655,1.2443,1.4064,0.3679
8728,-1.0703,0.4133,1.0122,1.6186
8729,-0.7821,0.964,1.1145,0.4979
8730,0.4105,0.7792,-0.0979,-0.3386
8731,-0.5691,0.7517,-0.863,1.2147
8732,1.4632,1.0256,0.4788,-0.413
8733,0.2308,0.8281,0.9432,-1.0897
8734,0.9058,0.6869,1.2849,-0.7216
8735,0.0651,0.6359,0.8866,-0.4985
8736,0.1126,0.7152,1.3166,-0.8664
8737,-1.0771,0.9971,0.1244,-0.4976
8738,-0.3001,0.2534,-1.4016,0.2811
8739,0.4213,-0.3319,0.7125,1.2776
8740,-0.093,-0.3044,1.0951,-0.4055
8741,-0.5827,1.0616,1.0823,0.4837
8742,-0.9934,0.2018,0.564,0.5677
8743,0.8172,0.555,-0.7638,-0.2425
8744,-0.4274,1.0968,1.4454,0.111
8745,-0.6355,0.809,-0.504,-0.1871
8746,-0.7664,0.3994,0.902,0.5897
8747,-0.8098,0.1837,0.8506,0.2867
8748,-0.889,0.4711,1.334,-0.3219
8749,-1.1229,-1.5193,-1.1316,1.0298
8750,0.2215,0.698,1.081,-0.2598
8751,-0.5305,-2.346,-0.3109,0.2891
8752,-0.6423,1.4279,1.3259,0.6447
8753,-1.2868,1.1074,-0.0104,0.6436
8754,1.4968,0.4119,1.0555,-0.8084
8755,-0.165,0.4067,-0.773,0.4105
8756,1.1027,-3.9425,0.4727,0.2168
8757,-0.7165,-0.2033,0.7261,-0.5153
8758,-0.7363,0.1072,0.368,-0.6206
8759,-1.5083,1.2351,0.5707,-0.3681
8760,0.2194,0.9835,1.1154,0.5297
8761,-0.6593,0.7038,1.4769,-1.2935
8762,1.4083,0.6199,1.1083,-0.6237
8763,0.0051,0.6028,-1.6513,0.2353
8764,-0.7809,0.2329,-1.342,0.6524
8765,0.9669,1.0125,-0.6045,-0.9515
8766,-0.782,-0.1124,0.9629,0.5909
8767,-0.4997,1.0699,0.989,0.1575
8768,-0.6787,-2.0467,1.0249,0.2544
8769,-0.4176,0.1269,1.1964,-0.6696
8770,0.695,0.6073,-0.9281,0.3116
8771,-1.0066,0.02,0.7698,-0.1399
8772,-0.904,-0.3923,1.1908,0.1386
8773,1.7694,-0.818,1.5879,-0.5961
8774,-0.6409,-2.2896,0.0494,0.0701
8775,-0.0963,0.6751,0.7237,-0.3683
8776,-0.2396,0.7438,1.0476,0.2347
8777,-1.205,0.1965,1.29,1.1022
8778,1.0405,0.8409,0.0712,-0.6762
8779,-0.5715,0.6955,0.8529,-0.2622
8780,0.484,0.7516,1.7335,-0.9623
8781,-1.3599,-0.0122,-1.6549,-0.1669
8782,-0.8338,0.4548,0.6484,-0.7958
8783,-0.9295,-0.2942,0.2578,0.442
8784,-0.993,-0.2924,0.2034,0.64
8785,0.9076,0.7181,0.5541,-0.9658
8786,0.7092,0.2099,1.4567,-0.4945
8787,-0.615,0.234,1.1715,0.0608
8788,-0.7089,1.2096,0.6158,0.8567
8789,-0.8948,1.1169,0.9047,0.3108
8790,-0.9789,0.8143,-0.938,1.1341
8791,1.4218,1.268,-1.576,-0.2491
8792,-0.8436,0.4965,0.5836,0.7234
8793,-0.5482,0.7542,0.9936,-0.2966
8794,1.3871,0.7708,-1.3439,-0.8578
8795,-1.2891,0.3969,1.3047,-1.2019
8796,-0.9136,-2.0521,0.5961,0.7256
8797,-0.0451,-0.1152,0.7728,-0.1817
8798,-0.9899,0.6711,-1.1925,0.3063
8799,0.9266,0.5634,1.2591,-0.1047
8800,0.7314,0.2851,1.6323,-0.7589
8801,-0.5952,0.5176,1.2907,0.4106
8802,2.1145,0.2642,-0.4041,-0.8708
8803,-1.0233,0.4685,0.5533,1.159
8804,0.2898,0.3672,1.1782,-0.0966
8805,0.1972,0.3024,0.9233,0.2311
8806,-0.2186,0.3003,-1.4279,-0.362
8807,-0.0123,1.1318,-0.405,0.9817
8808,1.2091,-0.7518,0.7409,0.7416
8809,-0.5029,1.0595,1.0242,-0.1968
8810,2.1984,0.7524,-1.7389,-1.7837
8811,0.0569,0.315,-0.7823,0.849
8812,-0.3154,0.1119,0.5444,0.3553
8813,-0.5159,0.7508,0.5043,0.0832
8814,-0.9886,0.2202,1.3977,-0.6422
8815,-0.1095,1.2396,1.6008,-0.13
8816,1.3729,1.0431,-1.4889,-0.7029
8817,-0.1547,0.1312,-0.4999,-0.5127
8818,-0.7215,0.2425,1.2339,0.2025
8819,-0.2495,0.9786,0.9994,0.4767
8820,-0.5186,-0.2064,-1.2764,0.5388
8821,-0.2615,1.1536,1.0384,0.148
8822,-0.7593,0.9961,0.7455,0.1982
8823,-0.9434,1.0351,1.251,0.8215
8824,-0.6198,-0.4867,0.0695,0.6864
8825,0.2844,0.4782,1.0195,0.2567
8826,1.004,0.7932,0.8019,-0.5236
8827,-1.2298,1.2813,-0.467,0.015
8828,-0.5774,0.7073,0.0208,-0.0532
8829,-0.5019,0.4946,1.3982,0.6525
8830,-0.7363,0.7582,0.6784,-0.4605
8831,0.4297,0.9931,-1.0484,-0.0992
8832,-0.6098,-0.0566,0.7827,-0.3128
8833,-0.5106,-1.7724,1.2042,0.7473
8834,-0.8936,0.6198,-0.5711,0.1075
8835,0.4346,-1.1185,0.1387,0.5769
8836,-0.734,0.8283,0.4967,-0.2884
8837,-1.008,0.8862,0.9507,0.6144
8838,0.2627,0.6759,0.7546,0.2735
8839,-0.2906,0.3086,0.1341,-0.2049
8840,-0.7573,0.4268,-0.8452,1.4262
8841,-1.423,-1.9219,-1.3645,-0.1051
8842,-0.4972,0.42,0.1017,-0.0412
8843,-0.9111,0.7439,1.3999,-0.7261
8844,-0.8344,0.8153,1.4621,0.2219
8845,-0.9673,-0.3907,0.5952,0.0846
8846,0.799,0.2157,0.6411,-1.3827
8847,-0.7484,-0.0104,0.909,0.0801
8848,0.2707,0.8109,0.4548,-0.8989
8849,0.4991,0.95,-1.2228,0.6316
8850,0.466,0.4094,-1.1866,0.1383
8851,-0.6973,0.3484,0.443,1.194
8852,0.5209,1.0704,-0.805,0.4602
8853,-1.1162,-0.5722,1.6721,-0.5896
8854,1.0146,-0.5863,1.8941,0.1546
8855,-0.7627,0.4794,-1.5297,0.6131
8856,-0.8856,0.947,0.853,-0.1385
8857,-0.2893,0.4721,-0.0135,-0.0924
8858,-0.9144,-0.1941,0.1847,0.6204
8859,0.7492,0.0596,-0.9886,0.4774
8860,1.2488,0.5215,-0.2502,-0.711
8861,-0.1437,0.7944,1.6243,-0.6275
8862,-0.3498,1.108,0.442,-0.3539
8863,-1.1631,0.9412,1.1835,-1.019
8864,-0.6766,0.2095,1.3396,-0.9805
8865,-0.573,-0.6711,0.7481,-0.0345
8866,-0.2563,-1.3313,-0.4464,0.6889
8867,1.5354,0.9302,-0.9782,-1.2108
8868,1.0533,0.7275,-0.2683,-1.039
8869,0.2226,0.901,1.021,-0.4213
8870,-1.1134,1.0196,-0.5977,-0.7044
8871,-0.4168,0.4285,0.979,0.1577
8872,-0.4646,-0.5743,-1.2472,1.2597
8873,0.7213,-0.2942,-0.7217,0.0457
8874,-0.6301,0.6542,1.3885,-0.1136
8875,-0.8152,0.5634,-0.2346,0.1124
8876,0.8122,0.7811,0.8432,-0.1201
8877,-0.9462,0.6533,1.1021,0.7287
8878,1.286,0.7578,-1.2739,0.14
8879,0.9818,0.0642,0.0983,-0.3724
8880,-1.0952,0.4996,-0.6638,-0.3432
8881,-1.1904,0.0569,1.9506,0.5598
8882,-0.1986,0.4042,0.8206,0.2576
8883,-1.2204,0.5486,1.0609,-0.2191
8884,-0.6165,0.4855,0.586,-0.5211
8885,-0.6093,0.3655,0.6066,0.0953
8886,-0.2735,0.8789,1.4904,-0.0844
8887,-0.8009,0.161,0.5161,0.1703
8888,-0.4405,0.2459,1.4408,-0.6319
8889,-0.5468,0.97,1.3151,0.7286
8890,-0.109,0.9866,-1.4874,0.2906
8891,-0.8135,0.3737,-0.0093,1.2595
8892,-0.486,0.9088,1.4291,-0.4054
8893,-0.9557,0.707,1.2475,1.1518
8894,-0.8949,0.7031,0.4521,-0.3531
8895,-0.7807,-0.192,0.8489,0.9293
8896,-0.9489,0.9951,0.5722,0.7555
8897,-1.2747,0.6951,0.5893,-0.9636
8898,1.6236,0.5564,1.4631,-0.272
8899,0.1754,0.532,0.214,0.2344
8900,-0.744,-0.2702,1.5338,-0.1145
8901,1.4037,1.0703,1.3892,-0.8158
8902,0.4626,0.43,0.858,0.0071
8903,-0.1804,0.418,1.7211,0.3632
8904,-0.6843,-1.1436,-0.5131,0.3807
8905,-0.1804,0.9305,-1.3221,-0.2864
8906,-0.2719,-0.4151,-1.2905,-0.3706
8907,2.0253,0.844,-0.8876,-0.2804
8908,0.8837,0.7324,0.4586,0.3713
8909,-0.9691,0.7351,0.1414,-0.2509
8910,0.2422,0.4274,0.2102,0.715
8911,0.755,0.8258,1.3809,-0.5836
8912,-0.4693,0.6791,1.2625,0.3279
8913,0.4557,0.3005,-0.4686,0.0705
8914,-1.3183,0.4643,-0.1186,1.3218
8915,0.5188,-0.6193,-0.0665,0.5491
8916,-0.6489,-0.3651,0.2494,0.2502
8917,-0.8678,-1.246,1.0637,0.3727
8918,0.0626,-0.5559,-1.2293,0.9908
8919,-0.8246,0.8611,-0.7954,-0.6247
8920,-1.5407,-0.1078,-0.1828,-0.9657
8921,-0.0639,0.2854,0.3841,-0.802
8922,-0.1926,1.5066,0.7822,0.2086
8923,-0.3519,0.7578,0.9843,0.469
8924,0.5522,0.5603,0.9695,-0.6293
8925,0.9341,0.1312,0.8029,-0.2872
8926,-0.7786,-0.437,0.5151,0.7152
8927,-0.2489,0.5778,1.5429,-0.2844
8928,-0.6488,1.2026,1.0619,-0.7285
8929,-0.6775,0.9168,0.597,-0.0627
8930,0.8746,0.6696,-1.2149,-0.5259
8931,-0.8724,-0.7868,1.2197,1.9206
8932,-1.1769,0.7627,1.0708,0.4297
8933,0.7437,1.0926,0.2705,0.3499
8934,-0.6003,0.9547,-0.598,-0.4989
8935,0.4815,0.8882,0.9197,0.124
8936,-0.927,1.354,1.1443,-0.8157
8937,-0.535,0.5445,-0.1156,0.0884
8938,-0.288,0.3597,-1.6359,0.5554
8939,-1.3681,0.9235,1.1598,-0.4655
8940,-0.682,0.6575,-0.247,0.2562
8941,0.5694,0.6031,-0.0505,-0.2947
8942,-0.7404,0.8271,1.2903,0.1487
8943,0.0116,0.6521,1.3277,-1.0692
8944,-0.89,0.7241,0.9525,1.0692
8945,0.8423,0.7281,0.7902,0.0388
8946,-0.7567,0.4226,-1.2083,0.3104
8947,-1.1525,1.2486,0.7448,-0.8054
8948,-0.5147,-1.265,1.2151,-0.0446
8949,0.824,0.5433,-0.9156,-0.8352
8950,-1.0322,0.9552,0.5832,-0.8859
8951,-1.4251,-0.1362,0.9437,0.6263
8952,-0.9362,0.8444,1.077,-0.081
8953,-0.7386,0.2185,1.2735,0.1946
8954,-1.027,0.4733,-1.5187,0.46
8955,0.6464,0.8489,-0.6319,-0.3307
8956,-0.8112,0.3663,1.338,0.9331
8957,-0.2762,0.2814,-1.6428,1.346
8958,0.49,0.7322,-1.3349,-0.4754
8959,0.3952,0.7493,0.803,0.2271
8960,0.8662,0.7141,1.5384,-0.1918
8961,1.163,1.0088,0.0311,-0.321
8962,0.3034,0.4301,-1.6696,0.3517
8963,0.1813,-0.1322,-0.0261,0.5172
8964,-1.7201,-0.501,0.7381,1.2954
8965,-1.0579,0.5689,0.9896,0.3819
8966,-0.7043,-0.1613,0.3313,-0.5252
8967,1.047,0.2641,0.7896,-0.6082
8968,0.2427,0.4731,1.4138,-0.6546
8969,0.3552,0.3993,1.3275,0.1306
8970,-1.2309,0.4417,0.296,0.3912
8971,0.5915,0.487,0.83,0.1647
8972,-1.2045,0.05,1.2118,0.2366
8973,-0.7967,-0.6222,1.1938,0.3197
8974,1.7011,0.5705,0.9842,-0.6521
8975,-0.2385,0.776,1.1539,-0.0837
8976,0.0406,-0.5554,1.149,0.2652
8977,0.7632,0.7804,1.2846,-0.4838
8978,-0.8643,0.6664,1.4081,-0.3153
8979,0.0979,0.1023,-1.1094,-0.8214
8980,-0.1586,0.9962,0.7788,0.0067
8981,0.725,1.1459,0.3798,-0.7574
8982,-1.0391,0.4522,1.0287,0.3903
8983,-0.3364,1.4206,1.3919,0.2719
8984,-1.1714,1.1609,1.0393,0.3026
8985,-0.2573,1.1195,0.6616,-0.4508
8986,-0.5358,0.9915,1.2412,0.2211
8987,-0.3587,0.2942,0.7995,-0.3043
8988,-0.6107,0.2973,0.9396,-0.0474
8989,-0.7847,0.9234,1.2446,0.2479
8990,-0.7922,0.3537,-0.7462,0.0397
8991,-0.0851,0.9335,1.1703,-0.5268
8992,-0.5494,0.3963,1.2036,-0.0188
8993,1.5033,0.745,-0.9115,-0.1935
8994,0.3844,0.5687,1.2977,-0.1713
8995,-0.2949,-1.0768,-0.4914,-0.2402
8996,-0.7181,-1.142,1.2746,0.4508
8997,-0.675,0.8047,1.3442,0.8356
8998,-0.828,0.6159,-1.0534,0.1219
8999,-0.5012,0.6224,-0.8915,0.6339
9000,-0.7309,1.3215,1.0573,0.028
9001,0.2027,0.1274,0.7547,0.9217
9002,0.5105,0.1404,1.3139,-0.6548
9003,-0.4025,0.8712,-0.51,-0.2937
9004,0.4319,0.9091,1.1328,-0.7555
9005,-0.4594,0.0741,1.1807,-0.6487
9006,1.4992,0.4394,0.2303,-0.3368
9007,1.7111,0.2406,0.621,-0.987
9008,-0.534,0.6589,0.8624,-0.2006
9009,-1.0449,1.1491,-0.4006,-0.3326
9010,-0.7353,-0.355,-1.6257,1.3853
9011,0.6405,-1.4527,-0.4034,0.6421
9012,-0.8488,0.8598,1.067,0.3445
9013,-0.9359,-0.2605,1.0581,1.323
9014,-1.3391,-0.0988,0.3321,0.57
9015,1.0061,0.8416,0.8452,-0.0398
9016,0.2737,0.6539,1.1875,-0.2975
9017,-0.6385,0.8089,1.3253,-0.8166
9018,-1.12,-0.9372,-1.2954,0.5168
9019,-0.9389,0.6862,1.0559,-0.0788
9020,0.5454,0.8858,0.664,-0.5986
9021,-0.1238,1.1268,0.9391,0.249
9022,-1.0148,0.1033,1.0297,-0.8384
9023,-0.478,0.6394,1.1442,0.2408
9024,0.8956,0.4945,-1.0098,0.0197
9025,-0.5931,0.7386,-0.0368,-0.0832
9026,0.91,0.8184,1.2415,-0.751
9027,-0.9635,1.1507,-0.4615,0.4354
9028,-0.4029,1.1406,0.3398,0.2223
9029,1.0357,1.3636,-1.4724,-0.2075
9030,1.1681,0.9463,-0.9491,0.4369
9031,0.2606,0.3981,0.685,-1.3997
9032,1.1438,0.6492,0.8393,-1.5931
9033,-0.7102,0.8249,0.4146,0.1852
9034,1.1922,-2.169,-1.0012,0.7148
9035,-0.5767,0.7465,0.147,-0.4094
9036,-1.1044,0.92,0.8086,0.3619
9037,1.216,0.3225,0.4289,0.1217
9038,0.5912,-0.9837,-0.9589,0.9833
9039,-1.3635,0.2347,0.5515,0.8449
9040,0.3975,0.8979,-1.4154,-0.1864
9041,-0.3005,-0.0392,0.829,0.31
9042,1.2022,1.0787,-1.2483,0.1127
9043,0.4688,0.6003,0.7306,-0.5995
9044,0.2268,0.6259,1.2694,-0.4231
9045,-1.0561,0.7227,0.9517,0.308
9046,0.9213,0.7247,-0.4049,0.3897
9047,-0.6732,0.8829,0.8205,-0.7956
9048,-0.3849,0.7696,0.583,-0.008
9049,-0.092,0.8136,1.3027,-0.2591
9050,-0.421,0.8338,0.2104,0.4326
9051,-0.2136,0.0109,0.716,-0.0456
9052,-0.7217,0.0412,0.5862,1.3667
9053,0.35,0.7302,1.1484,-0.9301
9054,-0.29,-0.1642,0.544,2.2525
9055,1.5225,0.6402,-1.6812,-0.6401
9056,0.1489,0.4558,1.5029,-0.3726
9057,-0.0033,1.2776,-1.5757,0.0414
9058,-0.2189,-0.0847,0.354,-0.0287
9059,-0.9332,0.7475,1.0309,0.0853
9060,1.8992,0.3733,-0.568,-0.8443
9061,-0.3319,1.0327,1.0765,-0.2317
9062,0.7192,0.815,0.341,-0.3392
9063,0.2201,1.0337,1.0886,-0.1178
9064,-0.2724,0.7505,0.7662,0.8849
9065,-0.5809,0.8346,0.8921,-0.1326
9066,-0.9909,0.1495,-0.4127,-0.1706
9067,-1.0135,0.6573,0.8906,1.4285
9068,1.1019,0.711,1.5162,-0.5673
9069,-1.0218,1.0859,0.7424,0.3905
9070,0.3367,1.2979,1.4779,-0.942
9071,-0.3154,0.6637,-0.3366,-0.5097
9072,-0.4565,0.7394,1.1816,-0.418
9073,1.1604,0.4708,0.2146,0.6712
9074,-0.8719,1.1092,0.9331,-0.7329
9075,0.102,1.1322,0.1635,-0.1437
9076,-0.845,0.3786,0.9433,0.3985
9077,-1.0746,0.9571,1.3601,-0.7345
9078,-1.3526,0.3527,0.4613,0.7073
9079,-0.5401,-0.3468,0.9952,-0.6564
9080,-1.0063,0.5186,1.4645,-0.1272
9081,1.0744,0.6152,1.1803,-0.4822
9082,-1.0642,-0.1624,-1.0008,1.952
9083,0.1652,-0.0142,1.217,0.2502
9084,1.0315,0.7255,1.5543,0.5922
9085,1.5879,-0.6404,-0.4066,1.5535
9086,0.9343,0.4011,0.6054,-0.6594
9087,-0.5988,1.1588,1.4747,0.1807
9088,-1.3284,0.7157,-0.2153,0.0125
9089,2.1573,0.416,-0.846,-0.5399
9090,-0.9193,-0.0059,0.2205,0.206
9091,-1.1234,0.6653,0.4504,0.3489
9092,-0.5498,0.5876,0.7597,0.4708
9093,-0.5582,0.5755,0.9526,0.1086
9094,0.1551,0.3461,1.7096,-0.7472
9095,-0.1622,0.682,1.4691,0.4799
9096,-0.9743,1.185,0.7743,0.2259
9097,-0.9685,0.8064,0.7471,0.4545
9098,0.844,0.5261,1.0851,0.8777
9099,0.2947,0.6014,-0.1142,-0.0123
9100,-1.1217,0.0548,1.0803,-0.1547
9101,-0.6964,0.6384,0.9588,-0.1225
9102,-0.3298,0.5328,1.4816,0.0835
9103,0.1356,1.297,-0.8181,0.1535
9104,0.6032,0.6782,-0.9235,0.7719
9105,-0.2851,0.5203,-0.8904,0.1438
9106,-0.7564,0.2452,1.0103,0.7629
9107,0.6004,0.8383,0.9305,-0.4825
9108,-0.891,1.2256,1.3602,-0.1097
9109,-0.5663,1.2084,0.4984,-0.235
9110,-1.296,-1.8181,0.6778,0.162
9111,-0.8446,0.6726,0.4776,-0.0834
9112,0.8228,0.3909,1.1602,-1.347
9113,-0.1401,0.7675,1.4352,-0.0121
9114,-0.295,0.1643,-1.0055,0.7838
9115,-0.3747,0.525,0.9691,0.0784
9116,1.2278,-0.6306,-1.048,0.9655
9117,-1.0006,0.2811,0.6141,0.5813
9118,0.1439,-0.7644,-1.0968,1.3558
9119,0.9399,0.423,-0.9713,-1.1229
9120,-0.9817,0.765,1.1511,-0.5165
9121,-0.5316,0.2849,-0.0582,-0.0423
9122,-0.7729,0.4099,1.1058,0.508
9123,0.3598,0.7065,0.2528,-0.5063
9124,-0.7983,-0.2619,-0.5884,0.2961
9125,0.4144,0.912,0.908,-0.2235
9126,-0.8526,1.395,-0.6874,-0.1041
9127,-0.0455,0.6843,0.5933,-1.0804
9128,-0.5431,0.7921,0.265,0.4294
9129,0.0358,0.5912,-0.6274,-0.3364
9130,-0.5928,0.3123,0.8102,0.6588
9131,-0.9239,0.7953,0.0921,0.2092
9132,-1.1091,0.0367,1.2231,0.4498
9133,-0.6635,0.4098,1.3629,-0.9849
9134,-0.7073,0.6096,1.1039,-1.1067
9135,-1.1322,0.7553,1.2656,1.128
9136,0.7323,0.0361,0.488,-0.154
9137,-0.2241,0.42,0.9391,0.0691
9138,-0.0833,-0.4725,1.5151,0.2696
9139,-0.9473,0.8072,0.8388,-1.0816
9140,1.6698,1.0211,-1.044,0.1213
9141,0.9538,-2.4373,-0.0507,0.6499
9142,0.2363,0.7537,-1.5036,0.5341
9143,-0.8444,1.0944,-0.1121,0.7276
9144,-0.5657,1.2691,0.9774,-0.3802
9145,0.7765,0.7245,-0.9566,0.8368
9146,-0.2881,0.7261,1.5109,-0.7728
9147,-0.753,0.6179,0.9104,1.6688
9148,-0.5898,0.2506,0.8928,-0.8675
9149,-0.9071,-0.3487,1.3077,0.1626
9150,1.4417,0.3651,-0.3288,-0.2995
9151,-0.0944,0.5274,0.4917,0.4086
9152,-0.3385,0.0546,-0.0337,0.3829
9153,-0.8759,-0.1644,1.0576,0.5973
9154,1.3152,1.0852,-1.6016,1.1107
9155,0.3458,-0.0668,-1.2202,1.6304
9156,-0.1723,1.2241,1.5387,-0.2904
9157,-0.7757,1.3507,0.8023,0.8387
9158,-1.2528,-0.8076,-0.5892,-0.3364
9159,-1.3313,-1.8155,0.681,0.8785
9160,-1.6134,0.7648,0.9146,0.6147
9161,-0.5096,0.3033,1.2951,-0.1068
9162,1.6274,0.4269,0.9151,-0.0414
9163,-0.3835,0.7706,0.6905,0.1298
9164,-0.9665,0.5857,0.7636,1.2991
9165,-0.7457,1.4384,0.124,-0.5011
9166,1.1132,-0.0906,0.5118,-0.5722
9167,-1.0159,1.4417,-0.5297,0.8088
9168,-1.0671,-0.6393,-0.4829,-0.5348
9169,1.248,0.8238,-0.4325,-0.9398
9170,-0.2154,-0.737,-0.5905,0.2319
9171,-0.335,1.0962,0.7631,-0.6803
9172,-0.4289,0.5093,1.1852,0.4726
9173,0.0468,-1.018,-0.8103,0.9924
9174,-0.8391,0.3518,0.557,1.1892
9175,-0.5904,0.4849,1.0527,0.4876
9176,0.9307,0.7063,0.4325,-0.1707
9177,0.5679,0.8216,0.9357,-1.5577
9178,-0.9062,0.2488,1.5895,0.0217
9179,-0.6062,1.4465,1.7947,-0.5045
9180,-0.7996,-0.9242,-0.3772,-0.7207
9181,-0.8084,0.6249,0.9796,-0.0201
9182,-0.0944,0.6475,-0.7714,-0.1768
9183,-0.9201,1.0613,0.4753,-0.2191
9184,-0.8462,1.2563,1.352,0.3924
9185,-0.8006,1.3646,1.3647,0.0133
9186,-0.6578,1.0657,1.2804,-0.2487
9187,0.1471,0.5588,0.397,0.8411
9188,-0.7036,0.7688,1.1662,0.1511
9189,-0.7198,1.0595,0.0513,-0.8491
9190,0.6032,-1.1516,1.4569,0.8045
9191,0.2562,0.5998,1.5957,-1.4068
9192,-0.7984,0.1613,1.5408,-0.8591
9193,-0.1184,0.7878,-1.0238,-0.1994
9194,-0.9434,0.7112,1.1913,-0.2539
9195,-0.6351,-0.3002,-0.2673,0.2227
9196,0.466,0.8904,-0.3282,-0.5187
9197,1.7726,-0.3196,-0.7973,2.1975
9198,-0.1176,1.0004,0.5781,0.2695
9199,-1.0952,1.1111,-0.3374,-0.1526
9200,1.4103,0.7596,0.5308,-0.0741
9201,-0.9909,0.4708,0.6557,0.7948
9202,0.3972,-0.692,-0.7353,0.678
9203,-1.0962,0.3881,1.0067,1.0122
9204,-0.7339,-0.2401,0.194,0.0451
9205,0.3517,0.4587,0.512,0.379
9206,-0.1029,-0.2247,1.2841,1.7127
9207,-0.6063,-1.1771,-0.8999,0.7065
9208,-0.6718,0.8004,0.7268,-0.6082
9209,-0.206,1.1048,0.1006,-0.8202
9210,2.1096,-0.1887,1.2294,-0.7326
9211,1.285,1.0122,0.7237,-0.9032
9212,-1.1065,-1.0074,1.252,0.4028
9213,-0.874,0.4103,-0.5922,0.882
9214,1.4425,0.8738,-0.7667,-0.8889
9215,-0.7932,0.9566,0.2798,0.2893
9216,-0.8258,1.2915,1.1202,1.2613
9217,-0.7101,-1.2231,-0.0838,1.7632
9218,-0.9605,0.0401,0.5843,0.7422
9219,-0.8943,0.8512,0.3677,0.5416
9220,-1.034,0.6103,1.5206,-0.5323
9221,-0.4051,0.8241,-0.3223,-0.4013
9222,1.0808,0.2427,-0.555,0.5661
9223,0.0186,0.6446,1.0209,0.3315
9224,0.0654,0.9574,0.3357,0.0821
9225,-1.3246,0.5129,0.88,0.7844
9226,0.8691,0.986,1.263,-0.6299
9227,-0.97,0.6376,0.3675,0.054
9228,-0.9075,0.4847,1.6117,-0.0185
9229,-0.1604,-1.7741,1.0484,0.7073
9230,-0.9693,0.6344,0.2901,-0.2363
9231,-0.4776,1.5722,0.1612,0.1577
9232,-0.6568,0.8025,0.7409,-0.1619
9233,-0.8381,0.2353,1.4564,0.2888
9234,-0.0124,0.0737,0.536,0.151
9235,-0.627,0.5359,1.0044,-1.3257
9236,-1.208,-0.1362,0.623,0.1284
9237,-0.6374,0.5678,0.9445,-0.998
9238,-0.9101,-0.3964,0.6497,0.9346
9239,1.5254,0.3046,-1.0604,-0.7634
9240,-0.9783,1.2564,0.4583,0.1357
9241,-1.0818,0.0471,-1.2886,1.2752
9242,0.5651,-0.7978,-0.532,0.4261
9243,-0.387,0.7047,1.2826,0.2273
9244,-0.2587,-0.3554,0.5173,0.3144
9245,-0.1882,1.0154,-0.9161,1.3097
9246,-0.8016,-0.1465,1.4063,0.464
9247,-0.3425,0.2536,1.2259,0.3255
9248,-0.7648,0.7558,-0.6031,-0.0292
9249,0.4738,0.9821,-1.4554,0.3204
9250,0.8682,0.8541,1.0002,-0.2408
9251,0.0645,0.2742,1.0193,-1.1086
9252,-0.7494,0.052,0.3539,-0.6207
9253,-0.692,0.4433,1.3505,0.8566
9254,-0.8071,0.0392,-1.0642,0.8412
9255,-1.1406,0.0034,0.5746,1.8139
9256,-0.3392,0.1822,0.6981,1.0618
9257,1.7637,1.1497,-0.2869,-0.5098
9258,0.1511,1.4356,0.2307,0.1476
9259,-0.7917,0.6066,1.2294,0.1397
9260,-0.4933,0.5079,0.668,0.3723
9261,1.3977,0.7333,-0.1734,-0.0491
9262,1.0462,0.0396,0.588,0.2067
9263,1.2213,0.121,0.9559,0.2923
9264,-0.2025,0.4551,1.3187,-0.3553
9265,0.4914,-0.1533,1.0651,-0.6746
9266,-0.8366,0.7165,0.5445,0.3317
9267,0.8368,0.7167,-1.5967,-0.182
9268,0.4277,0.9076,-1.6026,-0.4019
9269,-0.9485,1.2713,0.8283,0.5288
9270,-0.6997,0.6171,0.5926,-0.4581
9271,-0.7363,0.0314,0.1038,-0.3358
9272,1.4927,-0.0085,0.4749,-0.4825
9273,0.8661,0.7511,-0.0971,-0.9243
9274,-1.3401,-0.1868,0.3331,0.0636
9275,-0.856,0.7525,1.3122,0.7782
9276,-0.9488,0.5811,1.1064,-0.4057
9277,-0.2881,0.6208,1.2889,-0.3572
9278,1.5651,0.9896,-1.7946,-0.5263
9279,-0.3543,0.8555,1.4107,-0.265
9280,0.5947,0.8319,1.0652,-0.6039
9281,0.4353,0.6792,0.8506,-0.6058
9282,-0.7974,1.3044,0.8264,-0.5057
9283,-1.0169,0.8921,0.9568,-0.3849
9284,1.8131,0.9996,-0.4972,0.5681
