,img_no,img_path,hairstyle_score
3011,9829,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009829.jpg,0.7004
3012,9833,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009833.jpg,0.5362
3013,9837,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009837.jpg,0.8928
3014,9842,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009842.jpg,0.3304
3015,9843,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009843.jpg,-0.2217
3016,9846,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009846.jpg,1.6096
3017,9848,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009848.jpg,0.1195
3018,9850,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009850.jpg,0.5618
3019,9851,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009851.jpg,-0.1113
3020,9855,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009855.jpg,0.8119
3021,9857,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009857.jpg,-0.187
3022,9860,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009860.jpg,-1.2406
3023,9865,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009865.jpg,-1.2565
3024,9869,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009869.jpg,-0.5723
3025,9873,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009873.jpg,-1.0511
3026,9878,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009878.jpg,0.8068
3027,9879,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009879.jpg,1.3731
3028,9881,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009881.jpg,-0.7515
3029,9882,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009882.jpg,-0.8461
3030,9883,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009883.jpg,-1.7206
3031,9885,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009885.jpg,0.2362
3032,9886,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009886.jpg,-1.7312
3033,9889,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009889.jpg,-0.6556
3034,9891,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009891.jpg,-1.0821
3035,9894,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009894.jpg,0.3629
3036,9896,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009896.jpg,0.9052
3037,9906,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009906.jpg,-0.4042
3038,9907,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009907.jpg,-0.8345
3039,9908,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009908.jpg,-0.6208
3040,9910,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009910.jpg,1.5744
3041,9911,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009911.jpg,-0.3515
3042,9928,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009928.jpg,0.447
3043,9931,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009931.jpg,-0.1354
3044,9933,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009933.jpg,0.5375
3045,9934,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009934.jpg,-0.7183
3046,9935,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009935.jpg,-0.9328
3047,9937,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009937.jpg,-0.7168
3048,9940,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009940.jpg,0.5434
3049,9943,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009943.jpg,1.3217
3050,9944,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009944.jpg,-0.189
3051,9946,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009946.jpg,0.4306
3052,9950,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009950.jpg,-0.4526
3053,9952,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009952.jpg,-0.6508
3054,9954,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009954.jpg,-0.8644
3055,9958,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009958.jpg,-1.405
3056,9961,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009961.jpg,0.0966
3057,9963,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009963.jpg,-0.6656
3058,9964,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009964.jpg,0.8236
3059,9968,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009968.jpg,-0.0216
3060,9972,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009972.jpg,0.6182
3061,9981,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009981.jpg,-0.73
3062,9983,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009983.jpg,-0.0454
3063,9985,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009985.jpg,1.7939
3064,9988,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009988.jpg,-0.5539
3065,9992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009992.jpg,-0.8423
3066,9995,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009995.jpg,0.149
3067,9996,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009996.jpg,-0.0005
3068,9997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009997.jpg,2.1818
3069,9998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/009998.jpg,-0.2283
3070,10000,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010000.jpg,0.3373
3071,10001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010001.jpg,-0.7706
3072,10004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010004.jpg,1.1152
3073,10006,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010006.jpg,1.0901
3074,10007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010007.jpg,-1.3501
3075,10011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010011.jpg,-1.0498
3076,10014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010014.jpg,-0.1369
3077,10015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010015.jpg,0.1593
3078,10016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010016.jpg,-0.7681
3079,10020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010020.jpg,0.7367
3080,10022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010022.jpg,-0.5374
3081,10025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010025.jpg,-1.382
3082,10028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010028.jpg,-0.1085
3083,10033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010033.jpg,-0.4598
3084,10034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010034.jpg,-1.5762
3085,10037,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010037.jpg,1.4745
3086,10049,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010049.jpg,0.1195
3087,10053,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010053.jpg,-0.0784
3088,10054,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010054.jpg,0.7183
3089,10058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010058.jpg,1.0478
3090,10059,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010059.jpg,-0.7195
3091,10061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010061.jpg,1.019
3092,10064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010064.jpg,0.1195
3093,10068,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010068.jpg,-1.2107
3094,10069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010069.jpg,-0.9447
3095,10073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010073.jpg,-1.5685
3096,10079,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010079.jpg,1.4031
3097,10084,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010084.jpg,-0.3139
3098,10086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010086.jpg,-0.038
3099,10089,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010089.jpg,-0.5796
3100,10090,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010090.jpg,0.1195
3101,10096,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010096.jpg,-0.4866
3102,10099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010099.jpg,0.6136
3103,10101,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010101.jpg,1.5673
3104,10107,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010107.jpg,0.3886
3105,10109,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010109.jpg,-0.7515
3106,10110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010110.jpg,-1.3814
3107,10111,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010111.jpg,0.2644
3108,10112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010112.jpg,-1.268
3109,10114,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010114.jpg,-0.929
3110,10118,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010118.jpg,0.8406
3111,10120,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010120.jpg,-1.284
3112,10122,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010122.jpg,1.0745
3113,10127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010127.jpg,-0.3808
3114,10130,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010130.jpg,2.3181
3115,10131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010131.jpg,-0.8564
3116,10135,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010135.jpg,-0.2462
3117,10140,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010140.jpg,-0.1317
3118,10144,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010144.jpg,0.7736
3119,10150,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010150.jpg,0.2615
3120,10156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010156.jpg,0.0614
3121,10157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010157.jpg,-1.0685
3122,10160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010160.jpg,-0.7126
3123,10162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010162.jpg,0.8936
3124,10168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010168.jpg,-1.5178
3125,10171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010171.jpg,-1.0462
3126,10172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010172.jpg,-0.0754
3127,10173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010173.jpg,-0.6815
3128,10176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010176.jpg,-0.4948
3129,10178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010178.jpg,0.9915
3130,10179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010179.jpg,0.9324
3131,10180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010180.jpg,-1.4047
3132,10189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010189.jpg,0.8885
3133,10190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010190.jpg,-0.3766
3134,10194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010194.jpg,0.5786
3135,10197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010197.jpg,-0.4776
3136,10201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010201.jpg,-0.7184
3137,10202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010202.jpg,-0.5217
3138,10203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010203.jpg,-0.1909
3139,10208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010208.jpg,-0.7552
3140,10209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010209.jpg,-1.2415
3141,10210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010210.jpg,-0.8741
3142,10213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010213.jpg,-1.0176
3143,10215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010215.jpg,-0.0917
3144,10216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010216.jpg,-0.5357
3145,10224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010224.jpg,0.7026
3146,10225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010225.jpg,-1.0345
3147,10226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010226.jpg,0.9263
3148,10227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010227.jpg,1.3547
3149,10229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010229.jpg,-1.7077
3150,10231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010231.jpg,0.2302
3151,10235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010235.jpg,-1.0195
3152,10237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010237.jpg,0.4173
3153,10238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010238.jpg,0.3397
3154,10239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010239.jpg,-0.8538
3155,10241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010241.jpg,-0.7801
3156,10242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010242.jpg,-1.4195
3157,10246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010246.jpg,0.2002
3158,10256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010256.jpg,-0.3421
3159,10257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010257.jpg,-0.4716
3160,10259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010259.jpg,-0.2023
3161,10265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010265.jpg,0.318
3162,10266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010266.jpg,-0.114
3163,10267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010267.jpg,-0.4188
3164,10268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010268.jpg,0.1195
3165,10270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010270.jpg,-0.0872
3166,10276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010276.jpg,-0.1616
3167,10277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010277.jpg,0.0303
3168,10278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010278.jpg,0.2745
3169,10280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010280.jpg,-0.1526
3170,10284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010284.jpg,-1.1513
3171,10286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010286.jpg,-0.2302
3172,10288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010288.jpg,0.7556
3173,10293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010293.jpg,-1.0829
3174,10296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010296.jpg,-1.2722
3175,10298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010298.jpg,-0.7795
3176,10299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010299.jpg,0.116
3177,10300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010300.jpg,-0.5528
3178,10301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010301.jpg,-0.1885
3179,10306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010306.jpg,0.1111
3180,10307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010307.jpg,-0.7104
3181,10308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010308.jpg,0.7317
3182,10311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010311.jpg,2.5933
3183,10315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010315.jpg,0.5764
3184,10316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010316.jpg,-1.0373
3185,10317,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010317.jpg,-0.8946
3186,10319,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010319.jpg,0.1447
3187,10321,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010321.jpg,0.0085
3188,10323,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010323.jpg,1.3373
3189,10324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010324.jpg,0.7293
3190,10328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010328.jpg,0.526
3191,10330,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010330.jpg,0.949
3192,10331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010331.jpg,0.7835
3193,10333,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010333.jpg,0.988
3194,10338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010338.jpg,0.1195
3195,10341,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010341.jpg,1.5307
3196,10347,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010347.jpg,0.5116
3197,10349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010349.jpg,-0.4881
3198,10351,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010351.jpg,-0.6138
3199,10358,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010358.jpg,-0.0856
3200,10359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010359.jpg,1.4948
3201,10364,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010364.jpg,0.6697
3202,10365,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010365.jpg,-0.3733
3203,10367,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010367.jpg,0.0161
3204,10369,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010369.jpg,-0.5776
3205,10370,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/010370.jpg,-0.4267
