,epoch,idx,d_loss,g_loss,g_train_count,real_scores_mean,fake_scores_mean,real_fake_auroc,mean_gender_score,mean_quality_score,mean_age_score,mean_glass_score
522,38,350,1.2811,0.8823,1,0.8722,-0.1495,0.9219,0.969,0.9879,0.0173,0.0128
523,38,400,1.2878,1.2309,1,0.3726,-0.4199,0.9219,0.9756,0.9959,0.0169,0.0244
524,38,450,1.2541,0.7983,1,0.672,-0.2903,0.875,0.9744,0.9982,0.013,0.0148
525,38,500,1.8478,0.6957,1,0.3968,0.5735,0.375,0.9559,0.9988,0.0201,0.015
526,38,550,1.2785,1.1019,1,0.3536,-0.5946,0.9375,0.9833,0.996,0.0145,0.0161
527,38,600,1.4928,0.8563,1,0.0212,-0.3918,0.75,0.9831,0.9964,0.0187,0.0547
528,39,0,1.3191,0.8408,1,0.618,-0.2581,0.8906,0.9765,0.9837,0.014,0.0062
529,39,50,1.0423,1.0234,1,1.0705,-0.6304,1.0,0.9872,0.9967,0.0177,0.0077
530,39,100,1.3543,1.0394,1,0.4974,-0.2202,0.7969,0.9854,0.9946,0.0203,0.0067
531,39,150,1.2893,1.1188,1,0.1388,-0.8092,0.875,0.97,0.9888,0.0199,0.0254
532,39,200,1.148,0.9264,1,0.5219,-0.6711,0.9688,0.9843,0.9921,0.0153,0.0265
533,39,250,1.2211,0.812,1,0.4307,-0.521,0.9062,0.9813,0.9912,0.0145,0.0073
534,39,300,1.3075,0.9505,1,0.5987,-0.1945,0.9375,0.982,0.989,0.0199,0.0301
535,39,350,1.2755,0.7989,1,0.6562,-0.3255,0.8594,0.9812,0.9845,0.0338,0.0397
536,39,400,1.2545,1.105,1,0.569,-0.6548,0.9219,0.9849,0.9811,0.019,0.0131
537,39,450,1.3524,1.1828,1,0.4858,-0.3451,0.8594,0.9637,0.9881,0.0193,0.0065
538,39,500,1.1506,1.0865,1,0.5922,-0.5461,1.0,0.9857,0.9922,0.0206,0.02
539,39,550,1.2208,0.9211,1,0.7435,-0.3281,0.9219,0.9767,0.9928,0.013,0.016
540,39,600,1.3511,0.8726,1,0.4683,-0.201,0.875,0.9857,0.9928,0.0251,0.0169
541,40,0,1.4064,0.8229,1,0.5583,-0.1198,0.7969,0.9693,0.9965,0.0193,0.0166
542,40,50,1.3255,1.1634,1,0.3232,-0.4089,0.8594,0.9752,0.9977,0.0162,0.0156
543,40,100,1.3752,1.0457,1,0.4011,-0.2298,0.8125,0.9883,0.9902,0.0257,0.0071
544,40,150,1.3994,0.9128,1,0.5155,-0.1818,0.8125,0.983,0.9958,0.014,0.0143
545,40,200,1.1636,0.8255,1,0.5083,-0.7115,0.9219,0.9949,0.9983,0.0123,0.0077
546,40,250,1.3449,0.8976,1,0.4502,-0.2464,0.875,0.9722,0.9953,0.017,0.0122
547,40,300,1.2156,0.7434,1,0.9953,-0.1976,0.9219,0.9638,0.9876,0.0192,0.0234
548,40,350,1.1931,1.2936,1,0.601,-0.4345,0.9375,0.9895,0.9987,0.0136,0.009
549,40,400,1.1222,0.8514,1,0.5855,-0.7597,0.9531,0.9572,0.9941,0.0146,0.0232
550,40,450,1.1926,1.097,1,0.3099,-0.7932,0.9688,0.9678,0.9935,0.016,0.0171
551,40,500,1.1851,0.7878,1,0.5172,-0.7406,0.9062,0.9801,0.9852,0.0158,0.0062
552,40,550,1.2441,0.9068,1,0.3449,-0.463,0.9688,0.977,0.9932,0.0176,0.0189
553,40,600,1.2787,1.1977,1,0.3774,-0.4668,0.9062,0.9875,0.9937,0.0175,0.0111
554,41,0,1.1114,0.8061,1,0.4463,-0.7937,1.0,0.9805,0.9883,0.0158,0.0259
555,41,50,1.1925,0.952,1,0.6428,-0.5513,0.9531,0.9704,0.9948,0.0181,0.0329
556,41,100,1.3766,0.81,1,0.5843,-0.1755,0.9688,0.9919,0.9833,0.0189,0.0101
557,41,150,1.4085,0.8865,1,0.5136,-0.1135,0.7656,0.9704,0.9961,0.0209,0.0231
558,41,200,1.0697,0.8837,1,1.0723,-0.4721,1.0,0.9785,0.9964,0.0145,0.007
559,41,250,1.2709,1.0852,1,0.0572,-0.8699,0.9375,0.9857,0.9913,0.0151,0.0066
560,41,300,1.2867,1.0572,1,0.2081,-0.6808,0.9375,0.9452,0.9852,0.0234,0.0143
561,41,350,1.2825,0.9667,1,0.2504,-0.5729,0.9531,0.9767,0.9909,0.0158,0.0226
562,41,400,1.4384,0.8753,1,0.3985,-0.1776,0.7031,0.9877,0.9823,0.0194,0.0071
563,41,450,1.3399,0.992,1,0.4057,-0.2894,0.875,0.9667,0.9931,0.0142,0.008
564,41,500,1.0809,1.0567,1,0.6569,-0.8178,0.9375,0.9844,0.9963,0.0133,0.0078
565,41,550,1.5353,0.9738,1,0.2211,-0.0981,0.6094,0.9855,0.99,0.0181,0.0169
566,41,600,1.2009,0.8303,1,0.4953,-0.4684,0.9219,0.9857,0.9694,0.0164,0.02
567,42,0,1.4067,0.8983,1,0.3805,-0.0857,0.8438,0.9892,0.9887,0.0201,0.0163
568,42,50,1.2998,1.0293,1,0.2996,-0.4558,0.9375,0.9576,0.9893,0.014,0.0341
569,42,100,1.2246,1.1748,1,0.5987,-0.413,1.0,0.9787,0.9944,0.0184,0.0217
570,42,150,1.2474,0.946,1,0.4682,-0.4322,1.0,0.9867,0.9921,0.013,0.0158
571,42,200,1.255,0.9251,1,0.6524,-0.4015,0.8906,0.9841,0.9849,0.0202,0.0054
572,42,250,1.19,0.9019,1,0.6801,-0.3464,0.9688,0.9838,0.99,0.0165,0.0061
573,42,300,1.3479,1.203,1,0.3229,-0.537,0.7812,0.9879,0.9906,0.0158,0.0108
574,42,350,1.3135,0.9059,1,0.3494,-0.3495,1.0,0.964,0.9814,0.0154,0.0183
575,42,400,1.1724,0.9959,1,0.1956,-1.0451,0.9688,0.9739,0.9848,0.0251,0.0133
576,42,450,1.3398,0.8915,1,0.5033,-0.2903,0.9219,0.9657,0.9951,0.0212,0.0262
577,42,500,1.3275,0.907,1,0.2425,-0.4575,0.9375,0.9693,0.993,0.0167,0.0138
578,42,550,1.2994,0.6721,1,0.6088,-0.242,0.9062,0.9728,0.9925,0.0208,0.021
579,42,600,1.3531,0.8603,1,0.5839,-0.1561,0.875,0.9605,0.9939,0.0161,0.0173
580,43,0,1.3715,0.8629,1,0.716,0.0466,0.8906,0.9621,0.9956,0.0242,0.0065
581,43,50,1.2173,1.1209,1,0.1367,-1.037,0.9531,0.9762,0.9982,0.0103,0.0101
582,43,100,1.2575,0.8477,1,0.6707,-0.3114,0.9375,0.9755,0.9973,0.0135,0.0096
583,43,150,1.0797,0.8592,1,0.5892,-0.7753,1.0,0.9705,0.995,0.015,0.0169
584,43,200,1.295,0.8927,1,0.5442,-0.2944,0.875,0.989,0.9951,0.0173,0.0173
585,43,250,1.3788,0.8298,1,0.306,-0.3525,0.8125,0.9769,0.9929,0.0172,0.0067
586,43,300,1.3418,0.8407,1,0.5177,-0.2439,0.8281,0.969,0.9924,0.0215,0.0122
587,43,350,1.076,1.0782,1,0.8959,-0.5027,0.9688,0.9805,0.9817,0.0183,0.0259
588,43,400,1.1557,1.1708,1,0.5574,-0.5475,0.9688,0.9693,0.9901,0.0126,0.027
589,43,450,1.3066,0.8381,1,0.4004,-0.3077,0.9219,0.9962,0.9986,0.0244,0.0156
590,43,500,1.3296,0.9497,1,0.4285,-0.2436,0.7969,0.97,0.9827,0.0166,0.0259
591,43,550,1.1752,0.8462,1,0.7667,-0.3462,0.9688,0.9848,0.9865,0.0166,0.0092
592,43,600,1.0873,0.8761,1,0.6615,-0.653,1.0,0.9762,0.9986,0.0221,0.0245
593,44,0,1.0373,0.9903,1,0.6186,-0.9747,1.0,0.9647,0.9895,0.0177,0.0076
594,44,50,1.1856,0.9389,1,0.634,-0.4411,0.9844,0.9805,0.9956,0.0184,0.0058
595,44,100,1.3336,0.8088,1,0.5355,-0.3046,0.8438,0.9817,0.9893,0.0224,0.0172
596,44,150,1.2506,1.0979,1,0.3296,-0.6982,0.9219,0.9626,0.9927,0.0139,0.0145
597,44,200,1.0884,1.1953,1,0.384,-0.9173,1.0,0.9466,0.9895,0.0185,0.0245
598,44,250,1.2532,1.0104,1,0.1626,-0.8256,0.9844,0.9619,0.9853,0.0228,0.0152
599,44,300,1.1148,1.1468,1,0.5455,-0.6588,0.9375,0.9464,0.9881,0.018,0.0167
600,44,350,1.2142,1.1457,1,0.3942,-0.6015,1.0,0.986,0.9973,0.0195,0.0115
601,44,400,1.5106,1.0586,1,-0.0514,-0.3556,0.6875,0.9751,0.9959,0.0196,0.0099
602,44,450,1.2399,0.8769,1,0.9504,-0.1871,0.9219,0.9652,0.9855,0.0162,0.0164
603,44,500,1.2919,1.233,1,0.297,-0.4605,0.9375,0.9958,0.9903,0.0169,0.0152
604,44,550,1.155,0.8231,1,0.4458,-0.7959,0.9688,0.9754,0.983,0.014,0.0063
605,44,600,1.1581,0.9923,1,0.4728,-0.7649,0.9844,0.9769,0.9956,0.0218,0.0092
606,45,0,1.3392,0.8846,1,0.4431,-0.2392,0.8906,0.978,0.9915,0.0121,0.0227
607,45,50,1.363,1.3306,1,0.2066,-0.5718,0.7656,0.9809,0.9904,0.0142,0.0101
608,45,100,1.3613,0.997,1,0.1839,-0.4116,0.8125,0.9733,0.9868,0.017,0.0158
609,45,150,1.3488,1.1529,1,0.2691,-0.3959,0.8594,0.9886,0.9869,0.0197,0.0159
610,45,200,1.4205,1.1538,1,0.6035,-0.0067,0.7969,0.9353,0.9979,0.0205,0.0102
611,45,250,1.1843,0.8439,1,0.943,-0.1895,1.0,0.9927,0.9904,0.0163,0.0338
612,45,300,1.2843,1.1966,1,0.2859,-0.669,0.8438,0.9748,0.9942,0.0212,0.0148
613,45,350,1.3211,1.2051,1,0.4369,-0.3367,0.9062,0.9903,0.9954,0.0145,0.0067
614,45,400,1.3166,1.2128,1,0.2776,-0.5982,0.8438,0.9854,0.9956,0.0195,0.0236
615,45,450,1.2379,0.8226,1,0.3229,-0.5716,1.0,0.972,0.9894,0.0254,0.0073
616,45,500,1.2876,1.0251,1,0.5908,-0.2638,0.8906,0.9811,0.9905,0.0259,0.013
617,45,550,1.4456,0.8292,1,0.2168,-0.3164,0.7188,0.9921,0.9847,0.0124,0.0117
618,45,600,1.1206,1.0307,1,0.7745,-0.5275,1.0,0.9783,0.9838,0.0152,0.0064
619,46,0,1.2906,0.9163,1,0.4525,-0.5176,0.8906,0.9784,0.9872,0.0158,0.0062
620,46,50,1.0515,0.9145,1,0.7983,-0.6926,1.0,0.9773,0.9917,0.0156,0.008
621,46,100,1.2571,0.9838,1,0.5562,-0.3033,1.0,0.9892,0.9898,0.021,0.0065
622,46,150,1.3796,0.8797,1,0.5757,-0.0632,0.8906,0.9811,0.9987,0.0164,0.0062
623,46,200,1.239,0.9285,1,0.6283,-0.3515,0.9375,0.9897,0.9953,0.0136,0.0068
624,46,250,1.1778,0.846,1,0.7067,-0.3995,1.0,0.9845,0.9981,0.0222,0.026
625,46,300,1.4486,0.9871,1,0.6754,0.1562,0.7969,0.997,0.975,0.0168,0.0251
626,46,350,1.3225,0.9337,1,0.8285,0.0825,0.9062,0.9833,0.9954,0.013,0.0197
627,46,400,1.246,0.9805,1,0.2311,-0.8036,0.9375,0.95,0.9968,0.0139,0.01
628,46,450,1.1723,1.0471,1,0.3372,-0.6895,1.0,0.9907,0.9927,0.019,0.0103
629,46,500,1.2421,1.0731,1,0.4776,-0.644,0.875,0.9752,0.9893,0.0162,0.0092
630,46,550,1.1422,1.0122,1,0.5228,-0.7086,1.0,0.9634,0.9978,0.0167,0.0069
631,46,600,1.364,1.2562,1,0.2696,-0.3765,0.8281,0.9741,0.9967,0.0119,0.0456
632,47,0,1.4083,0.8611,1,0.8892,0.1453,0.8438,0.988,0.9933,0.0201,0.0082
633,47,50,1.1988,0.9172,1,0.3626,-0.6464,1.0,0.9788,0.9896,0.0183,0.0071
634,47,100,1.2624,0.8147,1,0.4442,-0.4289,0.9531,0.9852,0.99,0.0108,0.0069
635,47,150,1.1304,1.0305,1,0.6178,-0.5765,0.9531,0.9914,0.9955,0.0242,0.0196
636,47,200,1.302,0.8583,1,0.3826,-0.5927,0.8438,0.975,0.994,0.0186,0.011
637,47,250,1.2016,0.96,1,0.7106,-0.3654,0.9531,0.9932,0.9865,0.0224,0.0059
638,47,300,1.5158,0.8871,1,0.0186,-0.2581,0.6094,0.9937,0.9952,0.0119,0.0072
639,47,350,1.2296,1.1049,1,0.197,-0.9276,0.9375,0.9757,0.9907,0.031,0.0272
640,47,400,1.6385,0.8924,1,0.0162,-0.0569,0.5625,0.9787,0.9927,0.0152,0.0063
641,47,450,1.3804,1.0212,1,0.3296,-0.3734,0.7656,0.9804,0.993,0.0118,0.0154
642,47,500,1.2456,0.9549,1,0.7621,-0.2845,0.875,0.975,0.9987,0.0157,0.0063
643,47,550,1.4139,0.9992,1,-0.1297,-0.7497,0.8281,0.9748,0.9944,0.0106,0.0106
644,47,600,1.3004,0.8663,1,0.1547,-0.7485,0.9844,0.9746,0.9893,0.0172,0.0049
645,48,0,1.2022,0.9153,1,0.5593,-0.3826,1.0,0.976,0.9973,0.0144,0.0092
646,48,50,1.2026,1.0385,1,0.2876,-0.7055,0.9844,0.9831,0.9972,0.0204,0.0127
647,48,100,1.3092,0.7831,1,0.2758,-0.4556,0.8906,0.98,0.9815,0.0194,0.0068
648,48,150,1.3107,0.9913,1,0.5323,-0.1965,0.9531,0.9678,0.9926,0.0153,0.0141
649,48,200,1.2058,1.1645,1,0.7118,-0.3759,0.9062,0.9547,0.998,0.0136,0.0167
650,48,250,1.1908,0.8412,1,0.2952,-0.7432,1.0,0.9883,0.9907,0.0157,0.0102
651,48,300,1.3499,1.2917,1,0.1412,-0.4917,0.8438,0.9821,0.9982,0.0122,0.006
652,48,350,1.1641,1.2088,1,0.7325,-0.4989,0.9688,0.9968,0.9956,0.0161,0.0059
653,48,400,1.2381,1.1063,1,0.8476,-0.2675,0.9375,0.9436,0.9968,0.0186,0.0186
654,48,450,1.3483,0.8094,1,0.0937,-0.5038,0.9062,0.978,0.9962,0.024,0.0129
655,48,500,1.4244,0.9951,1,0.1187,-0.2812,0.7812,0.9906,0.998,0.0143,0.0064
656,48,550,1.2071,1.3568,1,0.3646,-0.7732,0.875,0.9786,0.9869,0.0208,0.016
657,48,600,1.4207,1.0101,1,0.0044,-0.4789,0.75,0.9582,0.9987,0.014,0.0081
658,49,0,1.2304,0.7184,1,0.483,-0.3903,0.9375,0.9748,0.9956,0.018,0.0054
659,49,50,1.3344,0.8617,1,0.5734,-0.2871,0.8438,0.9798,0.9641,0.0111,0.0074
660,49,100,1.5435,1.0508,1,0.3821,0.1184,0.6562,0.9708,0.9982,0.0122,0.0071
661,49,150,1.4577,0.9857,1,0.1102,-0.271,0.625,0.9819,0.9976,0.0153,0.0079
662,49,200,1.3147,1.0833,1,0.3462,-0.3663,0.8906,0.98,0.9982,0.019,0.0078
663,49,250,1.4655,0.7871,1,0.3034,-0.1256,0.7031,0.9791,0.9865,0.0134,0.0087
664,49,300,1.339,1.04,1,0.3811,-0.3252,0.8281,0.9513,0.9807,0.0203,0.008
665,49,350,1.3334,1.0951,1,0.6324,-0.2786,0.8125,0.9781,0.9883,0.015,0.0068
666,49,400,0.9823,0.8196,1,0.8061,-0.875,0.9844,0.9801,0.9921,0.0165,0.0103
667,49,450,1.3337,0.9489,1,0.4965,-0.2553,0.7812,0.9953,0.9972,0.0161,0.0057
668,49,500,1.1879,0.865,1,0.7225,-0.4528,0.9688,0.9665,0.9812,0.0162,0.0256
669,49,550,1.3846,1.0151,1,0.3503,-0.1725,0.9219,0.9874,0.9864,0.0162,0.0076
670,49,600,1.2828,1.1915,1,0.3856,-0.5959,0.875,0.982,0.998,0.0235,0.0127
671,50,0,1.3823,0.8832,1,0.2474,-0.3161,0.7812,0.9953,0.9968,0.0167,0.0162
672,50,50,1.0661,1.0667,1,0.759,-0.6934,1.0,0.9663,0.9946,0.014,0.0212
673,50,100,1.4396,1.0809,1,-0.1,-0.7121,0.75,0.9709,0.9938,0.0139,0.0111
674,50,150,1.3009,1.2113,1,0.1258,-0.6654,0.8438,0.9711,0.9923,0.0216,0.0095
675,50,200,1.2568,1.0502,1,0.2973,-0.6533,0.9375,0.9602,0.9962,0.0189,0.0094
676,50,250,1.3345,0.8872,1,0.2245,-0.3973,0.8125,0.9549,0.9985,0.0183,0.0069
677,50,300,1.1024,0.6668,1,0.6906,-0.6621,1.0,0.9889,0.9882,0.012,0.0183
678,50,350,1.2589,0.9567,1,0.5061,-0.337,0.9375,0.9878,0.9897,0.0179,0.034
679,50,400,1.2083,0.9371,1,0.6212,-0.2964,0.9531,0.9845,0.9783,0.016,0.0074
680,50,450,1.4457,1.1817,1,0.3778,-0.1425,0.7188,0.9803,0.9968,0.0203,0.0071
681,50,500,1.5356,0.848,1,0.1025,-0.3163,0.6719,0.9842,0.9951,0.0185,0.0092
682,50,550,1.2459,0.836,1,0.8906,-0.1474,0.9375,0.9823,0.9969,0.0172,0.0058
683,50,600,1.1379,0.975,1,0.4015,-0.7784,0.9844,0.9774,0.9939,0.0179,0.0225
684,51,0,1.2659,0.9133,1,0.388,-0.5584,0.9375,0.9854,0.9936,0.0153,0.0082
685,51,50,1.2355,1.077,1,0.3815,-0.6045,0.9219,0.9854,0.9946,0.0159,0.0194
686,51,100,1.1282,1.1275,1,0.7699,-0.542,0.9375,0.9919,0.9901,0.0176,0.0059
687,51,150,1.3122,0.575,1,0.5736,-0.2133,0.8906,0.977,0.9845,0.0114,0.0187
688,51,200,1.397,0.9292,1,0.2637,-0.3067,0.7812,0.9841,0.987,0.0132,0.0057
689,51,250,1.1656,1.1058,1,0.4056,-0.7964,1.0,0.9873,0.9891,0.0174,0.0077
690,51,300,1.1605,1.2479,1,0.3995,-0.8562,0.9844,0.9622,0.9993,0.0146,0.0259
691,51,350,1.223,0.8045,1,0.3675,-0.6497,0.8906,0.9846,0.9941,0.0153,0.0093
692,51,400,1.1286,1.1095,1,0.61,-0.711,0.9688,0.9832,0.9874,0.0127,0.0068
693,51,450,1.249,1.2446,1,0.5389,-0.4083,0.9062,0.9837,0.9835,0.0147,0.0063
694,51,500,1.3727,0.8234,1,0.6933,0.0599,0.8594,0.9877,0.9986,0.0109,0.0056
695,51,550,1.1944,1.0024,1,0.4523,-0.5417,0.9844,0.9744,0.966,0.016,0.0132
696,51,600,1.2061,1.1174,1,0.9223,-0.2379,1.0,0.976,0.9944,0.0142,0.0163
697,52,0,1.377,0.8919,1,0.6952,0.0555,0.8594,0.9703,0.9975,0.0137,0.0088
698,52,50,1.2328,0.8801,1,0.4366,-0.6824,0.875,0.9765,0.9897,0.0178,0.0125
699,52,100,1.1085,0.7754,1,0.9315,-0.5012,0.9844,0.9804,0.9785,0.0159,0.0183
700,52,150,1.0876,0.9243,1,0.5933,-0.7485,1.0,0.9901,0.9948,0.0172,0.006
701,52,200,1.2181,1.0163,1,0.6723,-0.2443,1.0,0.994,0.9896,0.0216,0.0244
702,52,250,1.3014,1.0029,1,0.355,-0.4565,0.875,0.96,0.9858,0.016,0.0359
703,52,300,1.3731,0.996,1,0.1701,-0.5108,0.875,0.9666,0.9966,0.0151,0.0187
704,52,350,1.3051,0.8684,1,0.2286,-0.4994,0.9219,0.9809,0.9921,0.0216,0.0265
705,52,400,1.2345,0.9286,1,0.5503,-0.5632,0.9375,0.978,0.9902,0.0133,0.0169
706,52,450,1.3704,0.6993,1,0.2691,-0.3595,0.8281,0.9758,0.9775,0.0142,0.0171
707,52,500,1.1714,1.04,1,0.4589,-0.5528,1.0,0.9834,0.9909,0.0138,0.0258
708,52,550,1.3603,1.1645,1,0.5069,-0.1834,0.8125,0.9629,0.9967,0.017,0.0078
709,52,600,1.3253,1.0574,1,0.2178,-0.4694,0.875,0.9846,0.9788,0.0149,0.0227
710,53,0,1.1319,1.1182,1,1.0698,-0.3449,0.9219,0.9884,0.9903,0.0204,0.0074
711,53,50,1.3225,0.8455,1,0.1595,-0.4857,0.8594,0.9642,0.991,0.0195,0.0086
712,53,100,1.199,1.2449,1,0.4472,-0.7065,0.9531,0.9713,0.9971,0.0128,0.0068
713,53,150,1.3092,1.2351,1,0.1818,-0.5091,0.8438,0.9793,0.9899,0.0131,0.0251
714,53,200,1.3219,0.9155,1,0.2603,-0.3827,0.8125,0.9747,0.9949,0.0191,0.0168
715,53,250,1.1881,0.8974,1,0.5364,-0.5058,0.9531,0.9758,0.9789,0.0139,0.0051
716,53,300,1.1465,0.9996,1,0.2821,-0.8119,0.9844,0.9776,0.9983,0.0136,0.0151
717,53,350,1.0559,0.7925,1,0.7801,-0.7412,1.0,0.969,0.9936,0.0162,0.0102
718,53,400,1.3245,0.9648,1,0.1645,-0.5108,0.8906,0.9818,0.9934,0.0146,0.0081
719,53,450,1.2166,0.9458,1,0.4882,-0.5186,0.9531,0.9945,0.9991,0.0109,0.0253
720,53,500,1.3333,0.7251,1,0.4798,-0.2628,0.7969,0.9775,0.9972,0.0199,0.0072
721,53,550,1.3804,1.2364,1,0.5997,-0.2061,0.7188,0.9769,0.9852,0.0128,0.0063
722,53,600,1.2118,0.9577,1,0.6614,-0.6387,0.875,0.9785,0.9986,0.0155,0.0148
723,54,0,1.394,0.904,1,0.3898,-0.1861,0.7812,0.99,0.9964,0.0196,0.008
724,54,50,1.3835,0.9804,1,0.3613,-0.2671,0.8438,0.9925,0.9887,0.0144,0.0146
725,54,100,1.3012,1.3716,1,0.0518,-0.7457,0.875,0.9915,0.9979,0.0159,0.0052
726,54,150,1.2351,1.427,1,0.4928,-0.423,0.8906,0.9832,0.9929,0.0178,0.0075
727,54,200,1.2993,1.0121,1,0.1789,-0.5374,0.8438,0.9924,0.996,0.0135,0.007
728,54,250,1.0335,1.3683,1,0.7337,-0.718,1.0,0.9759,0.9863,0.0137,0.0095
729,54,300,1.1987,0.9454,1,0.9529,-0.2795,0.9531,0.9745,0.9884,0.0231,0.0217
730,54,350,1.2415,1.0723,1,0.2287,-0.5972,0.9688,0.9838,0.9878,0.0143,0.0104
731,54,400,1.2082,1.1916,1,0.4726,-0.454,1.0,0.9947,0.993,0.0182,0.0201
732,54,450,1.258,1.1796,1,0.5982,-0.2502,0.9688,0.9864,0.997,0.0125,0.0065
733,54,500,1.3678,1.0727,1,0.5058,-0.2012,0.8594,0.9575,0.989,0.0191,0.0171
734,54,550,1.1384,0.9256,1,0.6244,-0.5323,0.9844,0.9889,0.9903,0.0189,0.0069
735,54,600,1.2823,0.8298,1,0.6372,-0.1838,0.875,0.9678,0.9906,0.017,0.0225
736,55,0,1.2923,0.7134,1,0.6008,-0.2575,0.8594,0.9855,0.9975,0.0216,0.0086
737,55,50,1.2766,0.9601,1,0.3434,-0.4929,0.8906,0.9764,0.9926,0.0146,0.0169
738,55,100,1.2369,1.2252,1,0.3684,-0.551,0.9531,0.9907,0.9979,0.0186,0.0138
739,55,150,1.3725,1.076,1,0.3582,-0.2972,0.8438,0.9901,0.9908,0.0179,0.0085
740,55,200,1.2036,1.1856,1,0.5075,-0.607,0.9062,0.9815,0.9951,0.0162,0.0096
741,55,250,1.4717,0.9825,1,0.1318,-0.2287,0.7188,0.986,0.9942,0.0221,0.008
742,55,300,1.2726,1.101,1,0.217,-0.588,0.9219,0.9774,0.9882,0.0189,0.0184
743,55,350,1.2878,0.8075,1,0.399,-0.4536,0.9688,0.978,0.9946,0.0132,0.0073
744,55,400,1.1576,0.9003,1,0.6799,-0.44,0.9688,0.9813,0.993,0.0192,0.0166
745,55,450,1.2733,1.0182,1,0.2481,-0.7257,0.8281,0.9924,0.9886,0.0172,0.0063
746,55,500,1.3033,1.0244,1,0.6075,-0.1704,0.9531,0.9974,0.991,0.0141,0.0078
747,55,550,1.3469,1.0639,1,0.2825,-0.3312,0.8281,0.9793,0.9772,0.0188,0.0072
748,55,600,1.2865,0.9615,1,0.1157,-0.761,0.9062,0.9891,0.9964,0.0163,0.0069
749,56,0,1.3074,0.9023,1,0.52,-0.1885,0.875,0.9758,0.9866,0.0242,0.0084
750,56,50,1.0732,1.0729,1,0.7055,-0.7772,0.9688,0.9949,0.9965,0.0129,0.0079
751,56,100,1.2633,1.3341,1,0.3013,-0.5636,0.9062,0.9909,0.9926,0.0163,0.0143
752,56,150,1.3019,0.9145,1,0.3707,-0.3735,0.8438,0.9972,0.9985,0.0204,0.0068
753,56,200,1.2784,1.0402,1,0.4465,-0.4579,0.875,0.9863,0.998,0.0168,0.0058
754,56,250,0.9632,1.2729,1,0.905,-0.9681,1.0,0.9663,0.993,0.014,0.0123
755,56,300,1.0062,0.9892,1,0.9528,-0.6287,0.9688,0.9735,0.9875,0.0173,0.0079
756,56,350,1.3443,0.8018,1,0.1705,-0.531,0.8125,0.9663,0.9955,0.0124,0.0359
757,56,400,1.2298,0.9589,1,0.33,-0.6983,0.9062,0.9755,0.992,0.0118,0.0074
758,56,450,1.0325,0.8815,1,0.7675,-0.7073,1.0,0.9629,0.991,0.0121,0.0064
759,56,500,1.2876,0.9693,1,0.5014,-0.3775,0.8125,0.985,0.9954,0.0191,0.0093
760,56,550,1.3044,0.8304,1,0.2618,-0.4314,0.9531,0.9584,0.9978,0.0129,0.0072
761,56,600,1.4676,1.1341,1,0.3994,-0.0426,0.7031,0.9923,0.9963,0.0149,0.0153
762,57,0,1.469,0.7784,1,0.7033,0.1181,0.7656,0.9854,0.9871,0.0167,0.0121
763,57,50,1.2197,1.0086,1,0.4729,-0.5625,0.9062,0.9661,0.9851,0.0232,0.0075
764,57,100,1.1354,0.9957,1,0.6699,-0.5545,1.0,0.9894,0.993,0.0135,0.0084
765,57,150,1.3365,0.8399,1,0.954,0.1146,0.875,0.9635,0.991,0.0144,0.0092
766,57,200,1.1079,0.8596,1,0.6597,-0.5745,0.9844,0.9833,0.9954,0.0142,0.01
767,57,250,1.2502,1.2403,1,0.5501,-0.4612,0.8906,0.982,0.996,0.0145,0.0065
768,57,300,1.2524,0.9547,1,0.3069,-0.4956,0.9375,0.9858,0.991,0.0171,0.0154
769,57,350,1.2455,1.0373,1,0.4875,-0.3224,0.9844,0.9814,0.9918,0.0169,0.0077
770,57,400,1.3254,1.0328,1,0.1383,-0.7376,0.8281,0.97,0.997,0.0175,0.0095
771,57,450,1.1379,1.1018,1,0.5184,-0.6271,0.9688,0.9942,0.9971,0.0158,0.0183
772,57,500,1.1622,1.0596,1,0.5668,-0.498,0.9688,0.9775,0.99,0.014,0.0072
773,57,550,1.1159,0.7901,1,0.5964,-0.6406,1.0,0.9772,0.9855,0.0188,0.0142
774,57,600,0.9779,1.1627,1,0.6401,-1.0107,1.0,0.9897,0.9736,0.0164,0.0119
775,58,0,1.2115,1.054,1,0.4816,-0.5593,0.9531,0.9707,0.9925,0.0165,0.0057
776,58,50,1.3088,0.922,1,0.4798,-0.3484,0.8281,0.9475,0.9978,0.0188,0.0167
777,58,100,1.3551,1.0272,1,0.6616,-0.0026,0.875,0.9798,0.9878,0.0161,0.0145
778,58,150,0.858,1.11,1,1.2072,-1.0028,1.0,0.9749,0.9917,0.0169,0.0076
779,58,200,1.0602,1.2137,1,0.52,-0.824,1.0,0.9629,0.9949,0.0189,0.0156
780,58,250,1.1962,0.9539,1,0.6085,-0.3846,1.0,0.9839,0.9987,0.0122,0.011
781,58,300,1.0814,0.8021,1,0.355,-1.089,0.9844,0.96,0.9944,0.0166,0.0257
782,58,350,1.3055,0.9988,1,0.3136,-0.3253,0.875,0.977,0.9826,0.0124,0.0072
783,58,400,1.1834,0.9643,1,0.9292,-0.3002,0.9688,0.978,0.9985,0.012,0.0134
784,58,450,1.2435,0.9387,1,0.4204,-0.6423,0.8906,0.9615,0.997,0.0161,0.0083
