img_no,hair_color,hair_length,background_score,hairstyle
9090,-0.96,1.3465,1.1985,0.8564
9091,0.7053,0.8368,0.9189,-0.6062
9092,-0.6052,0.5121,-1.1042,1.373
9093,0.6623,0.4601,0.4105,-1.4589
9094,-1.1218,0.2157,0.3133,-0.5112
9095,-0.9131,0.5475,1.3373,-0.1865
9096,0.2138,1.361,-0.1342,0.2958
9097,1.0445,0.7552,1.1497,-1.0693
9098,-0.8551,-0.565,0.4864,0.7089
9099,-0.8302,-1.4508,-0.1322,0.1528
9100,-0.2397,-0.4939,-1.2545,0.5157
9101,-0.8424,-0.333,1.0031,-0.3813
9102,1.0966,0.0501,0.6745,1.093
9103,0.5718,-2.5763,0.5286,-0.6693
9104,1.6072,0.8313,-0.8097,-1.413
9105,-1.1771,0.8764,1.4061,-0.5021
9106,-0.6882,1.1226,1.0701,0.1998
9107,-1.0022,0.5245,1.0963,1.0043
9108,-0.5824,-0.4176,1.4531,0.9631
9109,-0.6051,-0.1877,1.4595,1.3465
9110,-0.2937,-0.5088,0.8386,0.415
9111,-1.1493,0.3611,1.205,0.7191
9112,-0.073,0.769,0.7804,0.4214
9113,-0.7743,0.74,0.6428,-0.5629
9114,1.0503,0.475,-0.1346,-0.736
9115,-0.7368,-0.0092,0.1303,0.7304
9116,0.5355,-1.1614,-0.7329,0.1358
9117,-1.0213,-0.1385,-0.2995,0.8335
9118,-0.6871,0.3703,1.4632,1.8398
9119,-0.3626,0.4639,1.2465,-0.5413
9120,-1.1655,0.6764,1.7896,-0.5634
9121,-0.7031,-2.4147,-1.3167,0.3448
9122,-1.2344,-0.2802,0.5376,1.5753
9123,-1.1468,-0.0859,1.2005,-1.173
9124,-1.0056,1.2966,0.8581,-1.021
9125,0.9854,0.0354,-0.5171,0.6352
9126,-0.358,0.5212,1.9607,0.1373
9127,1.019,0.689,-2.0635,0.8787
9128,-0.9007,0.4135,0.365,0.5042
9129,1.0075,0.7887,1.5676,-0.6192
9130,0.8542,0.6494,-1.0689,-0.9065
9131,0.715,0.2534,-0.4975,-0.9619
9132,0.3078,0.619,-0.0157,0.2134
9133,-0.493,-0.428,1.373,0.1971
9134,-0.2839,-0.6267,-1.5533,0.7289
9135,-0.8085,1.0545,1.5268,-0.1564
9136,-0.633,0.6077,1.0943,-0.0894
9137,-1.1605,0.2798,-1.0311,1.4512
9138,0.1025,0.7729,1.0071,-0.6409
9139,-0.9777,0.5083,0.2578,-0.1877
9140,-0.3806,0.373,0.2166,-0.0174
9141,-0.3236,0.5883,0.027,-0.036
9142,-1.0476,0.8277,1.4145,0.0921
9143,-1.0501,0.0979,0.9907,1.0227
9144,-1.1106,0.8607,0.9567,0.2071
9145,0.5608,-2.1889,0.9739,-0.246
9146,-0.7261,-0.0165,-0.9349,0.2957
9147,-0.6113,1.1095,1.3851,-0.5879
9148,0.6915,0.5381,-1.2319,1.131
9149,-0.3774,0.1116,-0.7177,-0.317
9150,-0.8857,0.6518,0.3951,0.8846
9151,-0.5768,1.1775,1.6016,0.2245
9152,-0.3367,1.0161,0.7914,-0.4619
9153,-0.9047,1.1903,0.9127,0.0497
9154,1.2504,0.7836,1.4626,-0.1467
9155,-0.4488,0.8845,0.9491,-0.8602
9156,-0.0221,0.7563,1.4298,-0.6651
9157,-0.7571,1.0967,1.304,-0.8566
9158,1.3163,0.6307,0.6463,-0.7634
9159,0.4055,-1.4161,0.7063,0.3292
9160,-0.8531,0.2556,0.5152,0.7857
9161,-0.625,0.5096,-0.8107,0.3262
9162,0.9491,0.2035,1.0196,1.0443
9163,-1.1732,0.5712,0.8951,-0.8118
9164,-0.6591,-0.3435,-1.272,0.108
9165,-1.0189,0.8868,0.9051,-0.558
9166,-0.601,-0.3677,0.7632,-0.6939
9167,-1.2573,-2.7035,0.677,0.9885
9168,0.0814,0.5838,-0.3015,0.3758
9169,-0.3759,0.5061,1.506,-0.8492
9170,0.0181,0.575,-1.4062,1.0189
9171,-0.7116,-3.1902,0.5613,0.1924
9172,-0.2674,0.6344,1.5396,0.4811
9173,1.5183,-0.0296,-0.6643,0.3443
9174,1.1294,0.5014,-0.0457,-0.2963
9175,-1.0994,0.3698,1.4772,-0.4201
9176,-0.5979,0.5733,-0.3798,-0.1759
9177,-0.924,0.0202,0.1977,-0.2632
9178,-0.7315,0.7998,0.3043,1.0674
9179,0.5299,-0.0483,1.7094,0.0762
9180,-0.5888,0.3131,1.1238,0.6998
9181,-1.3585,-0.8975,0.5037,-0.5567
9182,0.1112,-1.6734,-1.4647,-0.0797
9183,-0.7717,-1.8697,1.0886,-0.2609
9184,-0.7053,1.2165,1.2725,0.4015
9185,-0.622,-1.0888,0.1914,0.529
9186,-0.4681,1.0758,1.4018,-0.4746
9187,0.4438,0.8834,-1.2302,-0.3386
9188,1.1603,0.6823,-0.7941,-0.9707
9189,0.1175,-0.1481,-0.6838,0.6934
9190,0.0378,0.8109,1.0666,-0.9185
9191,-0.487,0.5854,-1.3424,-0.3699
9192,-0.7222,-0.7546,-0.9751,1.5719
9193,-0.3977,-1.2179,-0.4161,1.3451
9194,1.1836,-0.9074,-0.8356,1.035
9195,-0.5695,0.9105,-0.9813,0.449
9196,-0.4303,0.2783,1.0926,-0.4075
9197,0.5468,0.3035,-0.366,0.0741
9198,-0.6522,0.3289,1.3031,-0.0416
9199,0.882,0.6811,-0.3668,-0.6553
9200,-0.0966,0.7524,-1.0695,0.6301
9201,-0.8696,0.3118,1.0872,-1.0735
9202,1.2076,1.0717,1.1363,-0.6192
9203,-1.1565,-0.4658,-0.3756,-0.2581
9204,-1.1214,1.5091,1.2572,-0.1481
9205,-0.73,-2.0164,0.0805,0.9055
9206,1.153,0.8678,0.1907,-0.8801
9207,-0.3941,0.6817,0.552,0.8358
9208,-0.2819,0.6472,1.1212,-1.6542
9209,-1.1395,0.4965,-0.4435,0.0841
9210,-0.832,0.9255,0.4211,1.5504
9211,-1.2364,0.0531,0.0931,-0.2774
9212,-0.3157,0.8354,-0.4743,-0.5705
9213,-1.0314,0.4641,-0.0319,0.1166
9214,0.0268,-0.8173,1.4137,-0.9373
9215,0.1465,-1.7507,-0.3483,0.9131
9216,0.562,0.688,1.2816,-0.4494
9217,0.3586,-1.2498,1.1684,0.8065
9218,-0.147,0.1771,0.5947,0.3413
9219,-0.5632,1.11,1.0124,-0.2409
9220,-0.9897,0.3612,0.4108,0.2474
9221,-1.0457,0.7454,-1.2623,0.291
9222,-0.9231,0.8344,0.1904,-0.0779
9223,-0.3249,0.8543,0.938,0.0729
9224,0.0283,-1.2234,1.2223,0.0027
9225,-0.2445,-1.7971,1.0356,1.0669
9226,-0.9766,1.0865,0.1846,0.0889
9227,-0.3683,1.0469,0.2018,-0.3459
9228,-0.7927,0.2532,0.6196,0.4482
9229,-1.1195,-0.7109,0.8191,1.5135
9230,0.1758,0.8115,-1.7136,0.7746
9231,-0.6671,-0.4436,-0.3532,-0.0993
9232,-0.6556,-0.1075,-1.4349,0.5317
9233,-0.928,0.5813,0.6077,1.1289
9234,1.4722,0.601,1.3935,-1.0983
9235,-0.099,-3.8955,-0.8842,0.3389
9236,-0.7452,0.2572,0.8123,-0.6571
9237,0.9837,0.7183,1.1883,-1.3623
9238,-0.4172,1.1739,0.9828,0.5658
9239,-0.5591,-0.207,1.7707,-0.3911
9240,-0.3285,0.599,-0.9203,-0.0242
9241,-0.1164,-1.5674,-0.1105,2.0192
9242,-0.5597,0.7078,-0.1925,0.289
9243,-0.5872,0.1908,1.723,-0.98
9244,1.138,0.8837,-1.2069,-0.6683
9245,0.3622,-0.754,-1.5499,1.4415
9246,-0.4796,0.1419,-0.1432,0.4534
9247,-0.4393,-0.7959,1.4334,-0.2312
9248,-0.5036,0.3568,1.4746,-0.3943
9249,-0.8056,1.0418,0.4828,-0.3193
9250,-0.5338,1.3934,0.9951,0.898
9251,-0.5286,0.7254,0.6314,-0.4478
9252,-1.2821,-1.1703,-0.6104,0.5819
9253,1.0706,0.5291,0.9244,-0.561
9254,-0.8061,0.8656,1.6602,-0.6776
9255,0.2068,-2.8971,0.9867,-0.5539
9256,-0.4346,1.2128,0.5328,-0.3353
9257,0.7161,-0.3043,1.6547,1.047
9258,-0.2292,0.652,1.3186,-0.963
9259,-0.274,-2.0132,0.2473,-0.4229
9260,2.2859,0.9431,-1.1607,-1.2054
9261,-0.826,0.2132,-1.3763,0.2954
9262,1.2408,0.5072,-0.7469,-0.5348
9263,-0.5713,0.1398,0.7751,-0.1714
9264,-0.4442,1.1306,1.3361,0.0476
9265,-0.0337,0.6541,1.7703,-0.6836
9266,1.1859,0.0864,0.6669,1.3928
9267,-0.7442,0.5345,0.4575,-0.13
9268,-0.9088,1.0633,1.1317,-0.4893
9269,1.6685,0.7104,-1.2703,-0.0288
9270,-0.5829,0.5697,-0.0697,1.1746
9271,-0.9089,-0.1718,-0.986,1.3059
9272,-0.9573,0.5753,1.1176,0.185
9273,-0.1889,0.5391,1.0431,-0.5558
9274,-0.0607,-1.8507,0.7323,0.1869
9275,0.2697,0.8999,0.8905,0.1515
9276,-0.7276,0.4581,0.3892,0.4596
9277,-0.7707,0.8839,-1.7484,-0.3866
9278,0.8981,0.8434,1.1236,-0.0199
9279,-0.7938,0.7717,1.016,0.3043
9280,-0.3959,0.6281,1.3069,-0.0873
9281,-0.202,0.3172,0.6275,-0.478
9282,-0.2891,0.4958,-1.4912,0.1887
9283,0.2251,0.3156,1.5067,-0.072
9284,-0.5188,0.3272,1.3905,-0.9173
9285,2.0482,0.972,-1.475,-1.0625
9286,0.116,0.8609,0.9426,-0.4741
9287,0.7237,0.5555,-0.1801,-0.383
9288,-1.1055,0.5444,1.2467,-0.6892
9289,-0.4076,0.7956,1.281,-1.0749
9290,-0.2517,0.5069,1.0608,-0.2774
9291,0.8467,1.2895,0.4526,-0.1846
9292,-0.9449,0.5126,0.8121,0.2218
9293,-0.5578,0.0224,-0.4488,-0.0898
9294,0.7644,1.1739,1.7235,-0.8739
9295,0.3519,0.787,-1.1041,0.7882
9296,2.3346,0.8133,1.643,-1.2249
9297,-0.9343,0.3926,1.2648,0.6146
9298,0.7376,1.1343,1.0962,-0.5402
9299,0.74,0.619,-1.0232,-0.733
9300,0.466,0.7594,-1.1489,0.2927
9301,2.1636,-0.1911,-1.1677,-0.2256
9302,-1.183,-0.5208,-0.5771,0.4128
9303,-0.846,-2.0954,-1.2417,1.0151
9304,-0.2243,0.8397,1.4239,-0.3916
9305,-1.275,-0.0738,1.0304,0.5223
9306,0.4027,0.0347,0.1932,2.0081
9307,0.7505,-1.1741,-0.4677,-0.9068
9308,0.0546,0.7574,1.2844,-0.1528
9309,-0.1167,1.023,-1.3215,0.9279
9310,-0.8821,1.2483,1.4581,0.0005
9311,-0.7422,0.6321,1.0286,-0.3438
9312,-0.7002,-0.2787,0.9987,0.7767
9313,-0.4504,0.5229,0.8763,-0.3954
9314,0.0005,0.2137,-1.148,0.6242
9315,1.167,0.691,-0.3342,0.0293
9316,0.7559,0.6523,0.8812,-1.2222
9317,-0.0751,0.8787,1.3274,-0.0945
9318,-0.5226,-1.7595,0.5475,0.6022
9319,-0.8382,-1.2057,-0.923,-0.0668
9320,-0.726,0.9265,1.1824,-0.104
9321,-0.5869,0.0258,1.2574,0.471
9322,-0.2043,0.1133,-1.0962,-0.37
9323,-1.1139,-0.0973,1.2267,-0.5647
9324,-0.6134,0.1053,1.384,0.5144
9325,-1.0873,0.1916,0.3553,-0.1978
9326,1.8976,0.9629,0.8889,-0.8843
9327,-0.5799,0.9928,1.0545,-0.5888
9328,1.1064,0.9991,1.3632,-1.197
9329,-0.1693,1.3167,1.4553,-0.4014
9330,0.2179,0.6709,1.3759,-0.3564
9331,-0.6059,0.793,-1.1547,0.0153
9332,-0.6711,1.2728,1.0702,0.1757
9333,-0.6646,0.8366,0.9804,0.1951
9334,-0.7452,0.5926,-0.4236,-0.2453
9335,-1.1653,-1.7935,0.9551,-0.0468
9336,0.8804,1.0588,1.0633,-0.4373
9337,-0.7399,0.3002,0.9671,0.1526
9338,-1.1788,0.487,-0.3939,-0.2709
9339,-0.9998,1.0289,0.6871,0.4856
9340,-0.9319,0.1614,0.5343,-0.6927
9341,-0.373,0.9105,-0.387,-0.0445
9342,-0.9831,0.5644,0.4015,-0.3816
9343,0.071,0.4783,1.044,0.3814
9344,-0.9901,0.1376,0.9296,-0.9615
9345,-0.5848,-1.6029,0.4716,0.9806
9346,1.726,0.7755,-0.83,0.4773
9347,-0.7147,0.9804,1.237,-0.0946
9348,-0.7436,0.493,-1.7414,0.459
9349,-1.0202,0.6648,1.0571,0.3683
9350,-0.9828,-1.1982,-0.0976,-0.6252
9351,1.5678,0.9688,-1.6317,-0.4251
9352,-0.7606,0.7798,1.4948,-0.8223
9353,-1.2695,1.0878,0.9875,-0.9172
9354,-0.8311,-1.6198,-0.6124,-0.0537
9355,-0.8613,-1.306,0.7609,0.7606
9356,-0.4832,0.9392,0.8712,-0.0103
9357,-0.5633,0.4923,1.2101,-0.8404
9358,-1.3308,0.7099,0.598,1.0143
9359,-1.1676,-0.4243,-1.5944,0.2218
9360,-0.6952,0.6779,1.1362,-0.2577
9361,-0.5008,1.3012,1.6222,-0.1992
9362,0.7434,0.8947,-0.9569,-0.3423
9363,-0.8956,0.501,0.2986,0.6449
9364,-1.1109,0.7476,1.0436,0.8924
9365,-0.075,-0.2635,-0.4021,0.685
9366,-0.3267,-0.0858,-1.6821,1.7484
9367,-0.3364,0.3352,1.727,-0.0763
9368,-0.7749,0.7869,-1.0214,0.4813
9369,-1.1795,0.36,0.993,0.5816
9370,-0.8541,-0.283,0.6537,-0.1138
9371,0.2903,0.4678,0.1551,-0.1505
9372,-0.3795,0.6892,-1.3228,0.312
9373,-0.9319,0.2672,0.5058,-1.016
9374,0.5281,0.7198,1.2209,-0.8416
9375,-0.6534,-1.1234,-1.1785,0.6
9376,-0.5269,-0.2665,0.726,0.3467
9377,-0.9892,-1.7736,0.892,-0.1046
9378,-0.9447,0.2383,-0.8038,0.4045
9379,-1.3464,-0.5687,0.4989,2.146
9380,-0.6883,0.1034,1.314,0.3739
9381,-0.4013,0.4359,-1.6018,1.0652
9382,-0.5714,0.434,0.7026,0.2197
9383,-0.2189,-0.3711,-0.6021,0.2869
9384,0.6382,-1.0629,-0.8484,-0.2404
9385,-0.755,0.6403,1.0959,-0.9286
9386,-0.6584,0.9682,0.281,-0.3525
9387,0.5619,0.1936,0.9254,-0.589
9388,-0.6356,0.1449,-1.2592,0.2479
9389,1.0385,0.3354,-0.2059,-0.4951
9390,-1.001,0.5465,1.4066,2.2478
9391,-0.7176,0.1356,-0.1291,0.632
9392,-0.6442,0.9113,1.4645,-0.5969
9393,-1.0066,0.2759,0.0885,-0.7443
9394,-0.473,0.5831,0.9468,-0.3924
9395,-1.0485,0.4152,1.4159,1.2962
9396,-0.9627,0.9454,0.901,0.3765
9397,-0.5462,0.3417,1.0354,-0.2205
9398,-0.7185,0.5125,1.1653,-1.1354
9399,-0.8651,0.6676,1.4399,0.6336
9400,0.496,0.8109,1.352,-1.1763
9401,-0.651,0.2944,1.4092,-1.0745
9402,-1.2258,-0.2236,1.5543,0.7966
9403,1.2631,0.8831,-1.4095,0.6066
9404,0.7891,0.7313,0.1774,-0.8323
9405,-0.5837,0.532,1.5709,-0.8491
9406,-0.8598,-0.7794,-1.4865,0.6257
9407,-0.0151,-0.6516,-1.196,1.4901
9408,-0.3742,-0.3666,0.2165,0.2842
9409,-1.0523,0.8394,0.6711,0.0964
9410,-0.0133,-0.2757,1.5397,-0.3436
9411,-0.3206,1.5395,1.4398,0.5883
9412,-0.2523,0.2995,0.1018,0.0557
9413,-0.6895,1.4783,0.7087,0.4562
9414,-1.0491,0.8354,-0.4769,0.2221
9415,-0.7051,0.5883,1.1215,1.0801
9416,-1.0101,-0.9049,0.8972,0.3266
9417,0.8651,1.0288,1.4553,-0.1137
9418,1.3545,0.4622,0.7722,0.0764
9419,-0.8172,0.9428,1.5381,0.0994
9420,-1.2324,0.4047,1.2753,0.1283
9421,-0.7451,0.2774,1.1419,1.2493
9422,0.513,-0.8613,1.0399,0.0369
9423,-1.29,0.5808,1.0772,-0.5188
9424,-1.026,-0.5014,0.0845,-0.411
9425,1.738,1.1859,-1.7794,-0.3238
9426,-1.0612,0.6141,0.8714,0.6047
9427,-0.7648,0.4565,1.1366,0.5877
9428,-1.2285,0.4444,-0.4548,-0.0194
9429,0.1676,-1.2975,-0.038,1.5438
9430,-0.0115,0.6698,1.0611,-0.4675
9431,-0.0802,0.3925,1.0011,1.0095
9432,0.5226,0.882,0.9488,-0.165
9433,-0.4332,0.386,1.5689,-0.4638
9434,-1.1506,0.6744,1.0581,-1.1046
9435,-0.352,0.9242,-0.1016,0.0569
9436,-0.0773,-0.6026,-0.1199,0.7735
9437,-0.5491,0.9456,1.2061,0.3081
9438,-0.948,0.5413,1.5242,1.0906
9439,2.5841,-0.5257,-0.4913,1.6131
9440,0.2497,1.1636,0.8249,-0.1341
9441,-1.0687,0.6036,0.6831,-0.3614
9442,-1.1324,-0.1881,-0.7952,-0.0169
9443,0.329,0.9565,0.9035,-1.5969
9444,-0.0791,0.8707,0.5368,-0.3064
9445,-0.8882,-0.3795,-0.1041,0.519
9446,-0.6568,0.8347,-0.6302,0.4696
9447,-0.272,0.9088,1.3375,0.3976
9448,1.6469,0.9286,1.1744,0.0592
9449,-0.7445,0.3472,0.4178,-0.1173
9450,1.0809,-0.093,0.9126,-1.3167
9451,-0.989,0.7788,0.3935,-0.0549
9452,0.5309,0.695,1.7207,-0.6749
9453,0.0755,0.374,1.3229,-0.3431
9454,1.3204,0.9873,-0.1682,0.1053
9455,-0.802,0.5322,0.4364,-1.0243
9456,-0.7441,0.6338,1.2861,-0.323
9457,0.6971,-2.285,0.168,0.5047
9458,-0.8653,0.888,0.332,-0.8722
9459,-0.8701,1.1552,1.5672,-0.4671
9460,-1.0675,0.8853,0.8775,0.3056
9461,0.5545,0.7096,0.7505,-1.16
9462,0.9763,1.2274,1.9557,-0.0236
9463,-0.3018,0.5328,0.7524,-0.8072
9464,1.3121,1.0276,0.7439,-0.1633
9465,1.0753,0.4007,-1.1529,-0.3735
9466,1.3468,-0.4272,-1.5508,0.6564
9467,-0.0518,0.6467,-0.6094,-0.0779
9468,0.7552,0.7582,-0.6604,-0.2278
9469,-1.1347,-0.7085,0.3215,-0.4246
9470,-0.0885,0.7138,1.2095,-0.2812
9471,1.3466,0.3383,-1.6605,0.2264
9472,-1.1878,-0.1211,0.6401,0.9175
9473,-0.5558,0.8054,0.4929,0.7007
9474,-0.53,0.9231,1.2437,-0.6094
9475,-0.3473,0.8975,1.2644,0.2704
9476,-0.9351,0.719,0.5225,0.9275
9477,-0.5555,0.7127,1.4119,-0.8947
9478,-1.3065,0.8582,0.7035,1.1211
9479,-0.7119,-0.8642,0.2371,0.6267
9480,1.3529,0.4565,0.7873,-0.6991
9481,0.3577,0.7028,1.9726,-0.0301
9482,-0.5283,-0.2603,-1.267,0.1353
9483,-0.5545,-0.1716,0.7917,-0.2683
9484,-1.0504,0.0593,1.3192,-0.3256
9485,-0.5041,0.7107,-0.9749,-0.1849
9486,-0.3988,0.5385,1.0224,-0.4531
9487,1.1272,0.4705,-0.6153,-0.4404
9488,1.7162,0.2358,1.385,-1.1252
9489,-0.6734,0.8103,1.1216,0.7425
9490,-0.4332,-1.7685,0.6252,1.5222
9491,-0.4491,-0.4345,-0.4319,-0.893
9492,-0.3077,-0.9512,0.889,0.563
9493,1.9163,0.8474,-0.2265,-0.1058
9494,1.1634,0.1884,0.8164,-1.6052
9495,-0.1994,0.9591,0.9959,-0.5751
9496,-0.7362,-0.5404,-0.047,0.9867
9497,-0.8344,0.3193,0.374,0.6949
9498,0.2171,1.067,1.4748,0.1663
9499,1.4945,0.6435,-1.6204,-0.63
9500,-0.7947,0.3417,1.1662,-0.7308
9501,0.5513,0.8258,1.775,-1.0247
9502,0.6955,0.5661,-1.7713,-0.4988
9503,-0.7727,0.083,0.9825,-0.4418
9504,-0.913,-0.3538,0.8854,-0.1415
9505,-0.6304,-1.2306,0.4627,0.7407
9506,0.8135,0.7498,1.3225,0.4295
9507,0.6593,0.5015,0.6353,-0.3419
9508,0.9991,0.8309,0.6101,0.428
9509,1.3783,0.8198,0.7436,-0.5754
9510,1.7302,1.1884,1.8019,-0.78
9511,-0.7968,0.9666,0.5802,-0.6786
9512,-1.0029,0.1329,1.0967,-0.2257
9513,-0.8353,-0.1407,1.0592,0.8907
9514,-1.1224,0.7262,0.9989,0.0233
9515,-0.7407,0.7457,0.4198,-0.3517
9516,0.5754,0.9259,0.9767,0.2385
9517,-0.7905,0.7639,1.0982,-0.5862
9518,-1.3787,0.0244,0.0316,1.821
9519,1.3064,0.8831,-1.3622,-0.859
9520,1.1339,0.6066,0.8517,-0.1906
9521,0.0559,-2.7701,0.6164,-0.0847
9522,-0.8644,-0.0111,0.3253,-0.0822
9523,-0.9626,0.7084,-0.2769,0.1953
9524,0.7672,0.7243,1.1297,-0.3678
9525,1.1811,0.6079,0.9341,-0.3479
9526,-1.2402,0.7214,-1.0829,0.1488
9527,-0.8116,0.3786,0.3064,1.6318
9528,0.9605,0.4852,-1.6283,1.0048
9529,-0.9158,0.9973,0.8026,1.0015
9530,0.5963,0.9405,-0.4012,-0.2604
9531,-1.0611,0.0074,1.0817,0.4529
9532,0.5891,-0.3033,-0.6293,-0.1341
9533,-1.0012,0.8393,1.3664,0.1836
9534,-1.0277,0.6978,0.9193,-0.1078
9535,1.1211,0.9257,0.7384,0.2175
9536,1.1385,0.6061,0.9906,-0.4742
9537,1.0223,0.9883,0.6996,0.0954
9538,1.1454,0.4803,0.9916,-0.9534
9539,-0.8209,0.1294,0.1891,0.0239
9540,-1.119,0.8225,1.4768,0.6552
9541,-0.9714,-0.2189,-0.8802,0.7654
9542,-1.0145,0.3279,1.2072,0.3009
9543,-0.9403,0.2611,1.0122,-0.353
9544,1.4366,0.991,-1.2193,-0.3521
9545,-0.7046,-1.2076,0.2471,0.318
9546,-0.58,-2.2013,-1.0571,0.2919
9547,-0.7182,-0.2414,0.4041,0.6076
9548,-0.8471,-0.0811,1.0277,-0.4136
9549,-0.7924,-2.6657,0.7132,0.0203
9550,-0.0836,0.2465,0.4255,-0.5785
9551,-0.8396,0.6087,-0.295,-0.3662
9552,-0.9606,0.4587,-0.2598,0.1352
9553,-1.13,0.303,-0.5934,-0.5681
9554,0.9217,0.5693,0.2992,-0.7315
9555,0.1085,0.5877,0.3684,0.4539
9556,-0.9631,-1.411,0.7822,0.6494
9557,0.9312,0.934,-0.3864,-0.1529
9558,-0.4882,0.6109,1.5019,-1.2077
9559,0.1798,-2.4594,1.0657,0.2453
9560,-0.5339,0.9462,1.2249,0.8693
9561,-0.6279,-0.3458,-0.8248,0.5138
9562,1.3063,0.427,1.1296,-0.9274
9563,-0.4113,1.0843,0.3742,-0.155
9564,1.2312,0.5664,0.2833,-0.7187
9565,0.6274,0.2335,1.1967,-0.8203
9566,-0.1284,0.8805,1.5186,0.5
9567,-0.7913,-1.8609,-1.2005,0.5786
9568,0.0788,0.3842,-1.7393,0.7107
9569,-0.371,0.3906,-0.4184,0.0773
9570,-0.3968,0.8289,-0.2945,-0.1792
9571,0.7608,0.6692,1.299,-1.2562
9572,1.3587,0.6278,1.4088,-0.5115
9573,-1.0273,0.3794,1.5616,0.7389
9574,2.1739,0.5123,-1.2056,-1.3024
9575,-1.1907,-1.6502,0.9981,0.4404
9576,-0.1748,0.8686,0.0614,-0.6704
9577,-0.1674,0.3351,-1.5283,0.3778
9578,-1.0998,-0.6889,-0.3479,0.592
9579,-0.5778,0.6374,1.1948,-0.4067
9580,-1.3006,0.0409,0.0699,0.2113
9581,1.2831,0.4454,1.0564,-1.2871
9582,-0.9857,0.0506,0.3919,-0.0775
9583,-0.3228,-1.2013,-0.9199,0.8036
9584,0.1859,1.0294,1.655,0.2141
9585,-0.8766,0.4743,0.9671,0.5168
9586,-0.4474,-0.1171,-0.208,0.0175
9587,-0.6349,0.4598,0.9979,0.614
9588,-0.9258,0.398,0.9924,0.3281
9589,-0.8209,1.5419,1.4345,-1.3409
9590,2.0147,1.1437,-0.9506,0.1422
9591,0.9506,0.5576,0.6008,-0.4779
9592,0.1507,0.5877,0.9901,-1.1597
9593,-0.8706,0.9014,1.116,-0.2658
9594,-0.5441,-1.2475,-0.5895,1.2472
9595,-1.0618,-2.4428,-0.2646,-0.3736
9596,0.5335,1.0068,-1.1128,-0.4733
9597,2.1108,-0.6362,-0.1483,1.029
9598,-0.885,-1.7222,-1.7019,-0.5348
9599,-0.3957,0.496,0.1445,0.5625
9600,-0.6851,0.7795,0.5925,-0.2739
9601,-0.9937,-0.3386,1.3373,-0.0603
9602,-1.0373,0.3671,0.7048,-0.2758
9603,-0.8323,1.2284,-0.3597,-0.5115
9604,-0.2105,-1.7277,-1.0669,1.1004
9605,1.3883,1.0023,1.1903,-1.2788
9606,0.1357,0.699,1.3472,-0.5463
9607,-0.5154,-0.4249,1.0238,0.8327
9608,1.4894,1.1868,-1.1238,1.0339
9609,-0.771,0.8276,1.3025,-0.2135
9610,-0.2671,0.9531,-0.1221,0.25
9611,-0.1222,0.9074,1.0513,-0.8603
9612,-0.7234,0.5664,1.4176,-0.6299
9613,-1.0393,0.9179,-1.1864,0.6813
9614,1.1121,-0.1227,-0.7098,-0.1354
9615,-0.8085,-0.3454,1.0219,0.7514
9616,-0.3887,0.5895,1.1424,0.1467
9617,0.9807,0.7903,1.4348,-0.3814
9618,-0.2169,-0.0373,0.6581,-0.3161
9619,0.2434,-0.2716,-1.5004,0.3544
9620,-1.0994,-0.0856,-1.4206,-0.6037
9621,-0.838,0.4508,1.7722,-0.3231
9622,-0.5316,0.5332,0.8529,0.3606
9623,-0.5766,-2.7002,0.8812,0.5898
9624,-1.1166,0.6079,0.8741,0.9523
9625,-0.9,0.1982,1.3531,0.2584
9626,-1.1945,-1.3221,0.6402,1.3026
9627,0.3522,0.9561,1.1015,0.6205
9628,0.1655,0.7882,1.3217,-0.1791
9629,-0.4688,-0.4709,0.3541,0.9322
9630,-0.4933,0.9708,0.7996,-0.1472
9631,-0.7261,0.5022,1.2827,0.4085
9632,-0.3681,0.689,1.3868,-0.5392
9633,0.6254,0.6674,-0.3806,0.1068
9634,-0.6593,0.2961,0.2582,0.5515
9635,1.0023,0.7244,-1.2448,0.1858
9636,-0.3568,-1.7751,0.2832,0.5881
9637,-0.7532,-0.7829,0.7588,0.9901
9638,-0.5168,1.4369,1.3762,0.8745
9639,0.8555,1.1692,-0.3611,-0.3209
9640,-1.0545,0.0729,0.9739,0.1068
9641,-0.9387,0.9792,1.2629,0.8114
9642,0.0905,0.5136,-1.2021,0.0963
9643,-1.0047,1.2231,-0.3536,-0.2256
9644,-0.8902,0.4524,1.6141,-0.3225
9645,-0.923,0.6884,1.1167,-0.4106
9646,-0.6672,-3.1243,0.7373,0.1816
9647,1.581,-1.4433,-0.5612,1.1079
9648,-1.0082,0.7297,1.1034,-0.9373
9649,0.7639,0.6089,0.6306,-0.3558
9650,1.5547,1.1649,-1.5791,1.0115
9651,-1.3963,0.9612,0.9485,0.2637
9652,-0.0989,0.7599,1.0355,-0.21
9653,-0.3911,0.4194,1.2285,-0.5383
9654,-0.831,0.2005,0.7442,-0.1141
9655,0.827,0.6452,-1.8977,0.1588
9656,-0.9591,-0.8534,-1.418,0.4243
9657,0.0638,0.7227,1.6646,-0.8438
9658,-0.5058,-0.11,-1.0142,0.0946
9659,-0.1301,0.6179,-0.2868,-0.8404
9660,-0.819,1.0074,-0.2566,-0.5267
9661,0.1861,1.1308,-1.5726,-0.5082
9662,-1.052,0.3469,1.2172,0.7273
