img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
5913,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005913.jpg,-0.4389,0.2533,0.631,1.5307,-0.0417,-1.0459,1.7354
5914,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005914.jpg,-0.9064,-1.2517,-1.2915,1.2812,-0.2376,-0.9457,0.2962
5916,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005916.jpg,-0.821,0.0816,0.4128,-0.2206,-0.5217,0.3761,-0.6526
5922,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005922.jpg,0.3492,1.4519,-0.0386,-1.0236,0.1375,-0.464,-0.3903
5924,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005924.jpg,-0.2876,0.0091,0.0873,1.4552,-0.6244,-1.2497,1.8046
5931,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005931.jpg,-1.143,1.667,0.0355,1.449,-0.4879,1.2176,-0.919
5937,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005937.jpg,-0.5356,1.1439,-0.765,-0.7552,-0.3862,-0.7609,1.1466
5939,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005939.jpg,-0.4592,0.5844,-0.9102,-0.8145,-0.707,-0.7054,-0.5422
5946,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005946.jpg,0.6231,-0.9487,0.2967,-0.9026,0.1349,0.2722,1.2591
5948,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005948.jpg,-0.1407,0.9338,0.7588,1.5142,-0.61,-1.0323,-0.3167
5950,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005950.jpg,-0.9774,-1.2524,-2.4972,-0.5672,0.763,-0.5079,1.597
5953,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005953.jpg,-0.8895,-0.9535,1.162,1.5847,-0.3259,0.5028,-0.7499
5956,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005956.jpg,0.4965,1.2785,-0.3846,-1.0031,-0.4059,1.6676,-1.308
5957,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005957.jpg,-1.4558,0.333,-0.3959,0.933,1.0338,1.188,-0.4286
5959,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005959.jpg,-0.3127,-0.6453,-0.5739,0.6133,1.3011,-0.096,1.019
5960,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005960.jpg,-0.5545,-0.5442,-2.5101,-1.0689,0.002,-0.2461,-0.1254
5962,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005962.jpg,-0.8815,1.058,0.1742,0.7262,-0.1426,-0.9651,2.0057
5964,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005964.jpg,-0.9997,0.8598,0.5223,1.5443,-0.2967,1.701,-0.5034
5966,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005966.jpg,1.434,0.1709,0.3304,-0.9881,-0.8015,-0.8805,0.4544
5967,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005967.jpg,0.2079,0.0479,0.6226,-1.0768,0.3324,-1.1797,-0.2918
5968,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005968.jpg,-0.0775,-0.0262,-0.259,0.4335,-0.0752,-0.578,1.2631
5973,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005973.jpg,-0.8963,-1.112,-0.3697,1.0845,-1.2582,-1.0023,0.5001
5977,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005977.jpg,-0.671,-1.111,0.1071,-0.1329,-0.3453,-0.4897,-0.4322
5979,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005979.jpg,1.6766,1.2176,0.6309,-0.5434,-0.1495,1.3399,-0.7726
5982,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005982.jpg,0.8619,0.5175,0.5601,-0.895,-0.7199,-1.5156,-0.4692
5983,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005983.jpg,0.5951,0.0557,1.0369,-0.9659,-0.1823,0.969,0.6054
5986,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005986.jpg,-0.9633,2.9163,-0.1006,1.7808,-0.2894,1.0966,-0.8103
5987,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005987.jpg,0.0454,-1.2186,1.295,-0.9215,-0.6252,-0.4081,-0.5405
5989,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005989.jpg,0.5041,0.5445,0.6744,0.0385,-0.4992,1.0512,-1.0668
5991,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005991.jpg,-2.0268,-0.4819,0.7863,0.988,-0.5081,0.728,-0.0348
5993,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005993.jpg,-0.7629,-0.9452,0.5474,0.968,0.0329,0.8308,0.736
5994,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005994.jpg,0.0953,-0.8899,0.1107,-1.0583,-0.2751,0.385,0.5153
5997,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005997.jpg,0.8768,-1.2587,0.5766,-1.0353,1.969,-1.2126,0.0101
5998,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005998.jpg,0.8276,-0.7688,0.7345,0.206,-0.587,0.3883,-0.7289
5999,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005999.jpg,-0.1509,0.9661,-0.6304,-1.3377,-0.3471,0.5232,-0.597
6000,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006000.jpg,0.2315,1.6703,-0.8254,1.3283,-0.692,1.075,-0.0245
6001,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006001.jpg,-4.2731,-0.2697,0.8469,1.3829,-0.2063,-1.5257,-0.6896
6006,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006006.jpg,1.1251,0.3082,-0.7923,-0.986,-0.4059,0.5221,-0.7511
6007,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006007.jpg,-0.3063,-0.2848,0.6974,1.2198,-0.1296,-0.9921,-0.6943
6008,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006008.jpg,-0.5642,-0.9354,-0.7626,0.3204,-0.5223,-0.761,-0.1256
6011,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006011.jpg,0.7069,-0.9827,0.8235,1.0102,-0.4331,-0.5159,0.3907
6016,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006016.jpg,-0.1371,1.8299,0.6528,1.599,-0.9501,0.935,-0.913
6017,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006017.jpg,-1.3225,-0.673,0.1567,0.7059,-0.0008,0.6737,0.8037
6018,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006018.jpg,0.3386,-1.2081,0.9472,0.9035,0.5782,-0.7166,-0.825
6020,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006020.jpg,0.4514,-0.7607,-1.2331,0.6901,-0.419,0.7866,0.1351
6022,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006022.jpg,0.3314,-0.5912,-0.4236,-1.0478,-0.408,-0.4556,-0.2324
6023,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006023.jpg,-1.5995,-0.8824,0.4526,1.5127,-0.3794,0.8491,-0.6635
6026,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006026.jpg,-0.381,1.321,0.8896,-0.3798,-0.5005,0.0886,-0.4799
6035,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006035.jpg,0.0726,-0.4488,0.3599,0.6899,2.7361,-1.6211,0.5771
6036,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006036.jpg,-0.032,-1.3285,-0.1303,-0.2614,0.7987,-1.0189,-0.9819
6037,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006037.jpg,-0.6057,0.1328,0.7666,-1.0663,1.0708,-0.9114,-0.2172
6039,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006039.jpg,-0.5139,1.274,1.0205,0.5253,-0.2901,-1.8898,-0.6222
6042,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006042.jpg,0.0308,-0.0647,0.105,-1.1846,-0.1483,1.0288,-0.4462
6043,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006043.jpg,-0.1794,1.671,1.1351,-0.5202,-0.1832,0.6912,-0.2829
6044,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006044.jpg,-0.1952,-0.8011,-1.1608,1.7108,0.275,1.1528,0.4306
6045,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006045.jpg,-0.0617,-0.4135,0.089,0.3166,-0.167,0.7645,-0.3025
6046,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006046.jpg,1.0129,0.33,1.055,-1.0254,-0.3134,-0.0827,0.4666
6047,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006047.jpg,-0.3372,-0.2355,-0.36,0.5412,-0.323,1.1102,0.1229
6048,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006048.jpg,0.0672,-0.6422,0.3719,1.1429,-0.4592,0.794,0.2196
6049,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006049.jpg,-1.6342,-0.1605,0.6139,1.1855,-0.6174,-1.4277,-0.6459
6053,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006053.jpg,-1.4948,0.7667,0.0985,1.4349,-0.5743,1.4023,-0.8026
6056,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006056.jpg,-2.0047,1.0223,-2.3229,1.5983,-1.4089,-0.235,-0.9362
6058,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006058.jpg,1.4721,-0.8481,1.0736,-0.8754,-0.5657,0.7144,-0.6936
6059,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006059.jpg,-1.2204,3.2343,-0.2867,0.9462,-0.9962,-0.5956,3.0206
6060,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006060.jpg,0.4781,0.9706,1.225,-1.0832,-0.3342,0.9729,-0.5679
6061,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006061.jpg,0.1468,0.0792,1.0732,-0.7247,1.266,-1.4488,-0.9465
6063,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006063.jpg,0.2882,-0.3653,0.5295,1.1206,-0.6471,0.8475,0.4083
6065,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006065.jpg,0.8565,-1.1131,0.8176,0.6828,0.7589,0.2208,-0.5832
6066,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006066.jpg,-0.0826,2.4223,-0.0431,-0.9078,-0.5592,-0.8066,1.8307
6067,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006067.jpg,-1.2082,-1.0358,-2.8861,1.3122,-0.3282,-0.9085,0.8661
6069,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006069.jpg,0.7916,0.8914,-0.0847,-0.5724,-0.3917,1.1355,-0.8639
6070,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006070.jpg,-0.6402,-1.0902,0.9879,1.2961,1.3349,-1.681,-0.4908
6072,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006072.jpg,-1.004,1.4426,0.7482,-0.3053,2.2469,-1.4955,-0.1869
6078,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006078.jpg,-1.6564,-1.0212,-0.2823,-1.0717,-0.4964,1.3663,-0.844
6079,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006079.jpg,0.9312,-0.3427,-2.5821,-0.7041,-0.2336,-0.2646,-0.5612
6081,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006081.jpg,0.3951,-0.0786,0.2539,0.9817,-0.5012,-0.649,3.3485
6088,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006088.jpg,0.4242,-0.826,0.2216,-0.8075,1.4093,0.3789,1.4745
6090,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006090.jpg,-0.047,1.0277,-0.7928,-0.9175,-0.7612,0.7471,0.1122
6093,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006093.jpg,0.0759,-0.5966,-0.0928,0.9273,-0.1977,-0.4838,-0.4964
6095,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006095.jpg,-0.0975,-1.0079,0.5241,-0.7156,-0.3549,-0.6134,-0.2233
6096,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006096.jpg,-0.1406,-0.7693,0.0183,-0.5462,-0.2401,1.3633,0.0147
6097,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006097.jpg,1.3676,-0.1448,0.8926,-0.0613,-0.672,-0.427,-0.7996
6098,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006098.jpg,-0.676,-0.0301,0.8747,1.0385,0.6504,-1.2738,-0.1571
6104,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006104.jpg,-0.2452,-0.7885,-1.0871,-1.0045,-0.485,0.2248,-0.9314
6110,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006110.jpg,-0.0462,-0.9853,-0.639,-0.4901,-0.3186,1.575,-0.804
6111,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006111.jpg,0.8586,-1.4466,1.1824,-0.981,-0.6385,1.472,-0.4967
6112,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006112.jpg,0.6564,-0.3184,0.7488,-0.9709,-0.3427,1.0804,1.799
6113,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006113.jpg,-0.7888,0.4158,0.1566,-1.0639,-0.112,1.3089,0.2005
6123,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006123.jpg,0.5573,-1.4249,-3.1122,-1.1186,-0.305,-0.4153,-0.7753
6125,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006125.jpg,-0.4597,-0.8143,-0.2302,1.5733,1.4081,-0.5108,-0.0897
6126,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006126.jpg,0.2538,-0.2422,0.7573,0.5329,-0.2622,0.3084,-0.8974
6129,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006129.jpg,0.9733,2.3211,-1.3716,-0.6526,0.555,-0.1229,3.5565
6130,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006130.jpg,0.8216,1.3981,0.0779,-0.8805,0.3283,0.9854,0.7613
6131,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006131.jpg,0.5291,-0.5137,0.6654,0.6208,-0.3392,-0.8986,-0.6913
6135,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006135.jpg,-0.7886,1.3159,0.5995,-0.839,-0.4878,1.3659,-0.2511
6136,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006136.jpg,0.6175,-0.7906,-0.9285,-1.1383,-0.2348,-0.2557,0.5602
6139,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006139.jpg,1.3796,-1.0621,-0.3302,-0.9017,7.8606,1.298,-1.019
6140,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006140.jpg,-0.3371,-0.6719,-0.7668,1.4834,-0.3053,-1.7956,-0.1418
6143,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006143.jpg,0.3561,-1.1608,-0.1802,-0.4911,-0.4992,-1.4773,-0.093
6147,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006147.jpg,1.5323,-1.0743,-2.8163,-0.7136,-0.2243,-0.4613,0.172
6154,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006154.jpg,1.5504,1.7449,1.0504,-0.6655,-0.5022,0.9454,-0.9792
6157,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006157.jpg,-0.1745,1.3686,0.5238,0.9733,-0.21,1.3446,-0.2472
6164,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006164.jpg,1.7121,0.0443,-0.8432,-1.1595,-0.0673,0.662,0.5508
6169,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006169.jpg,0.0218,-1.1894,-1.3218,1.3015,-0.5404,-1.2091,-0.1272
6171,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006171.jpg,0.5187,-0.7651,0.9954,-1.1619,-0.6352,1.0163,-0.7757
6173,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006173.jpg,0.3413,-0.6061,0.8408,-0.9758,-0.0887,0.7742,-0.7431
6175,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006175.jpg,0.0572,-0.1022,-0.0648,-0.6455,-0.2545,-0.9517,1.1356
6179,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006179.jpg,-0.9653,1.198,-3.1256,0.8826,-0.1103,1.3912,0.1351
6180,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006180.jpg,-0.3168,-0.2093,-0.6044,-0.1827,0.802,-0.0303,2.8041
6181,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006181.jpg,-0.3551,-1.0853,0.4728,1.6087,-0.4146,-0.475,-0.0561
6185,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006185.jpg,0.8043,0.1067,-0.402,-0.162,-0.5942,1.3984,-0.5897
6187,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006187.jpg,0.0653,0.1195,-0.436,-0.842,-0.0377,-1.9145,-0.0554
6188,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006188.jpg,0.7197,-0.5252,0.6572,-0.5712,0.5286,1.493,0.473
6189,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006189.jpg,-0.873,0.6263,0.3702,1.4451,-0.4255,1.6114,-0.5793
6193,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006193.jpg,-1.064,-0.2449,0.7257,1.5579,-0.3308,-0.535,-0.4978
6195,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006195.jpg,0.4509,-0.8131,0.6238,-1.0359,-0.1416,-1.1076,0.3381
6198,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006198.jpg,1.4159,-1.0351,-0.9058,0.5401,0.092,0.8237,-0.0856
6202,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006202.jpg,-0.8644,-0.9437,0.8115,0.9791,0.4904,-0.8781,-0.6219
6207,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006207.jpg,1.1206,0.0628,1.0571,-0.9862,-0.4237,0.2249,-0.632
6208,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006208.jpg,0.5941,-1.1948,1.3086,-0.0842,0.6764,-1.3151,-1.0415
6209,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006209.jpg,-1.0505,-0.5077,-0.3623,-1.0073,-0.4385,-1.5821,-0.1825
6212,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006212.jpg,-0.2244,-0.1233,0.8913,1.3061,0.8259,0.7,-0.2233
6213,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006213.jpg,0.002,2.5174,1.1171,0.5941,-0.5709,1.1972,-0.7858
6214,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006214.jpg,-0.4533,-0.9911,-0.3046,0.3164,-0.4661,0.6181,-0.6812
6226,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006226.jpg,0.1292,-0.2923,0.2789,-1.1073,0.6995,1.8239,-1.1971
6227,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006227.jpg,-0.9249,0.001,-0.3215,1.3252,1.1359,0.5115,0.8414
