,img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
2595,5391,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005391.jpg,0.7911,1.545,1.5826,1.5461,0.7219,0.2547,1.6764
2596,5392,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005392.jpg,1.148,-0.0012,1.0972,-0.8186,-1.102,1.4385,-0.6183
2597,5396,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005396.jpg,1.5049,0.7719,-1.1867,0.0327,-1.2128,1.5134,-0.6291
2598,5398,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005398.jpg,-1.3501,0.4247,0.1704,0.6002,0.2119,0.7891,-0.5891
2599,5400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005400.jpg,-0.6363,2.1937,-0.2489,0.6002,-0.2239,1.1696,-0.2578
2600,5401,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005401.jpg,0.7911,-0.7088,1.1523,1.0731,-1.3403,0.4268,0.9146
2601,5405,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005405.jpg,-0.2795,1.6171,0.0931,1.1677,-0.474,-0.1705,2.6436
2602,5406,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005406.jpg,-0.2795,-0.2829,0.9979,1.1677,-0.4438,-0.6651,0.1779
2603,5408,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005408.jpg,0.4343,-0.5581,0.7,0.1273,-0.9606,-0.7363,-0.233
2604,5409,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005409.jpg,1.148,-1.2526,1.2185,-0.724,2.0401,-1.4063,-0.7775
2605,5410,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005410.jpg,1.148,-0.3091,0.6117,0.0327,0.3715,-0.4452,-0.8367
2606,5411,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005411.jpg,0.0774,0.9619,-0.6792,-0.9132,-1.3548,0.8135,-0.6722
2607,5412,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005412.jpg,1.148,-0.2174,1.3399,-1.0078,0.9552,-0.5829,-0.6952
2608,5417,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005417.jpg,0.4343,0.7064,-0.602,1.1677,-0.0119,0.8657,0.9257
2609,5418,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005418.jpg,2.2186,-0.7285,0.5455,-0.0619,-0.8625,0.9791,-0.687
2610,5426,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005426.jpg,0.0774,-0.9054,0.5124,1.3569,-0.1673,-0.3317,2.9287
2611,5427,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005427.jpg,-0.2795,-0.8595,0.8103,0.5056,-0.0533,-1.0327,0.1679
2612,5428,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005428.jpg,-1.3501,0.4967,0.7,1.3569,0.0155,0.3561,0.2037
2613,5431,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005431.jpg,-0.6363,-1.0364,1.2075,1.1677,-0.2606,-0.4601,2.3084
2614,5433,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005433.jpg,1.148,-0.4336,0.6007,-1.197,0.4055,0.3309,1.2726
2615,5435,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005435.jpg,-0.2795,0.0578,0.7441,-0.8186,0.5957,0.5223,3.2188
2616,5436,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005436.jpg,-0.9932,-0.1453,0.2697,0.6948,-0.6215,1.2052,-0.1298
2617,5437,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005437.jpg,-0.9932,-0.1781,0.2255,1.0731,1.2199,-0.6897,3.498
2618,5440,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005440.jpg,0.7911,-0.7612,-0.293,-1.1024,-0.5008,-1.128,0.1687
2619,5442,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005442.jpg,-0.2795,-0.1978,1.1413,-0.2511,-2.3736,-1.5184,-0.8509
2620,5445,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005445.jpg,-1.3501,-1.115,0.5786,-0.4403,-0.3121,-1.2884,-0.6492
2621,5446,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005446.jpg,-0.9932,-0.1388,0.6779,-0.6294,-0.1453,0.1691,2.5637
2622,5451,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005451.jpg,1.8617,1.5778,1.042,1.0731,4.2681,0.684,-0.4485
2623,5453,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005453.jpg,0.0774,0.9423,0.2917,-1.0078,-0.6908,-0.8766,-0.0705
2624,5454,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005454.jpg,0.4343,-0.5516,-0.2379,-1.0078,-1.2934,1.2092,-0.8171
2625,5463,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005463.jpg,-0.9932,-1.3509,0.5676,1.4515,-0.5587,-0.8945,-0.5826
2626,5465,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005465.jpg,0.0774,-1.2592,-0.0282,-1.3861,-0.5784,-1.3609,0.2707
2627,5467,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005467.jpg,-0.9932,0.654,0.5234,-0.9132,0.5564,0.1932,1.511
2628,5469,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005469.jpg,-0.9932,-1.0692,0.5565,-0.1565,0.599,1.4355,-0.8244
2629,5471,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005471.jpg,-0.6363,0.0185,1.2185,0.3164,-0.5115,0.9348,-0.8424
2630,5472,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005472.jpg,0.0774,-1.2788,0.9758,-0.8186,-0.4558,0.2784,-0.5947
2631,5475,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005475.jpg,-0.9932,1.3878,0.049,-0.9132,0.8742,1.512,-0.4406
2632,5477,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005477.jpg,0.7911,-0.8923,0.7331,0.3164,-0.4225,-0.8784,-0.5795
2633,5478,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005478.jpg,-0.2795,1.7285,-0.3592,0.884,0.1586,1.0429,-0.5669
2634,5483,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005483.jpg,0.4343,-1.6785,0.3579,1.8299,-0.9175,-1.6765,-0.7881
2635,5484,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005484.jpg,-0.6363,-0.3878,0.1262,1.7353,0.4962,-0.3713,-0.7459
2636,5486,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005486.jpg,-0.2795,0.4771,0.5676,0.9786,0.9488,-0.2928,0.5785
2637,5487,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005487.jpg,1.148,-0.0798,0.0159,-0.9132,-1.4092,1.3265,-0.2841
2638,5490,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005490.jpg,0.0774,1.3485,-0.7675,-0.1565,-0.606,0.907,-0.0501
2639,5495,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005495.jpg,0.0774,0.3886,-1.5177,0.884,0.2925,1.5571,-0.856
2640,5497,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005497.jpg,1.148,0.5033,0.7,0.0327,0.4037,0.1293,-0.5946
2641,5498,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005498.jpg,1.148,-0.3419,-2.2459,-0.724,-0.3117,-0.6429,-0.2025
2642,5499,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005499.jpg,0.4343,-0.925,0.7662,-0.724,0.8591,-0.5288,1.3313
2643,5500,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005500.jpg,1.148,-0.7612,0.0269,-0.8186,0.5991,0.5843,2.3147
2644,5501,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005501.jpg,2.2186,-0.6171,-0.1275,-0.9132,-0.9219,-0.7707,-0.2495
2645,5502,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005502.jpg,-0.2795,-0.3157,0.369,-0.5348,-0.5978,0.3862,-0.0017
2646,5503,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005503.jpg,0.0774,-1.4361,-1.4074,0.7894,0.1236,-1.5349,-0.6338
2647,5506,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005506.jpg,-2.4207,-0.6367,0.4903,0.2219,-0.3437,-1.0087,-0.8036
2648,5507,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005507.jpg,1.148,-0.2174,-1.6281,0.2219,0.3745,-1.2959,-0.8393
2649,5510,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005510.jpg,-0.6363,3.0716,0.5124,-0.5348,2.1997,1.4472,-0.4089
2650,5512,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005512.jpg,1.148,2.1085,-2.1797,-0.3457,0.2876,0.9371,0.7556
2651,5513,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005513.jpg,0.0774,0.4574,1.1634,-0.2511,0.5628,-0.5226,-0.5602
2652,5515,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005515.jpg,0.4343,0.4181,-0.1827,-1.1024,0.3016,0.5037,-0.7809
2653,5516,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005516.jpg,0.0774,3.2223,-0.602,0.9786,-0.1118,1.5738,-0.9087
2654,5519,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005519.jpg,-0.6363,-0.6302,0.7551,0.5056,-0.995,-0.1297,0.6192
2655,5522,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005522.jpg,-0.6363,0.5164,0.1814,1.6407,-0.664,1.163,0.7886
2656,5523,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005523.jpg,0.7911,-0.7809,0.5345,0.2219,0.7178,-1.4314,-0.7764
2657,5524,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005524.jpg,0.0774,-0.8202,0.2917,-0.4403,-0.0001,-0.5541,0.341
2658,5525,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005525.jpg,-1.3501,-0.0471,0.5896,1.6407,-0.9457,1.0364,-0.8577
2659,5529,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005529.jpg,4.7167,1.8202,-0.7675,1.0731,4.4382,0.6289,0.891
2660,5531,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005531.jpg,-0.2795,1.8595,-1.8487,0.6002,1.2304,0.4178,-0.1685
2661,5532,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005532.jpg,-2.0638,1.5712,-1.5619,1.1677,-0.6643,0.9724,0.4586
2662,5534,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005534.jpg,0.0774,-1.1478,-1.4736,1.4515,-0.332,0.4369,-0.5461
2663,5536,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005536.jpg,0.4343,1.7481,0.3248,0.5056,-0.2479,1.1652,-0.8676
2664,5537,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005537.jpg,1.148,0.274,1.0861,-1.1024,0.0142,-1.127,-0.8096
2665,5538,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005538.jpg,-0.2795,-0.3812,0.6338,-1.1024,1.2529,-0.2624,1.5608
2666,5539,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005539.jpg,-0.6363,0.9554,-1.3412,-0.0619,-0.7353,0.072,0.8636
2667,5542,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005542.jpg,-1.3501,2.1806,0.8103,0.9786,0.3213,0.9259,-0.7549
2668,5543,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005543.jpg,2.2186,0.3854,0.9979,-0.2511,-1.3599,1.0426,2.0332
2669,5546,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005546.jpg,0.4343,0.7785,0.9758,-0.3457,-1.1217,1.3203,-0.7256
2670,5549,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005549.jpg,-0.6363,-0.5516,0.5234,-0.724,-0.2832,0.0758,0.9376
2671,5550,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005550.jpg,-0.2795,-0.6367,0.6448,0.884,-0.0927,0.0052,2.1066
2672,5551,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005551.jpg,-1.7069,0.9161,-1.3412,0.411,0.6468,0.0345,0.0684
2673,5554,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005554.jpg,-0.6363,-1.0757,0.8324,0.7894,0.1211,0.7143,-0.5205
2674,5555,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005555.jpg,1.148,0.3395,-0.8557,-1.1024,0.1668,-0.4534,0.9517
2675,5557,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005557.jpg,-0.2795,1.6826,-0.8557,0.6948,-0.1097,0.9994,-0.8311
2676,5558,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005558.jpg,1.148,-0.7678,0.0049,-0.9132,-1.95,0.8776,1.4383
2677,5560,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005560.jpg,1.148,-1.0364,1.2296,-0.4403,1.9275,-1.3608,-0.6803
2678,5561,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005561.jpg,1.148,0.1495,0.5565,-0.9132,-0.2204,-1.2654,0.4176
2679,5564,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005564.jpg,0.4343,-0.3485,-1.8046,0.6002,-0.6135,1.1262,-0.8097
2680,5566,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005566.jpg,0.7911,-0.4598,-1.4295,1.2623,-1.0658,1.4233,-0.5943
2681,5568,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005568.jpg,-1.3501,-0.6892,0.3028,-1.197,-0.3263,-0.0244,-0.6671
2682,5571,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005571.jpg,-0.9932,-1.2461,-0.3923,1.6407,0.3832,-1.5932,-0.7119
2683,5572,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005572.jpg,0.0774,0.1757,0.5345,-1.0078,-0.4957,0.0618,-0.786
2684,5573,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005573.jpg,1.8617,0.464,0.1483,0.0327,-1.5684,1.0473,0.4819
2685,5574,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005574.jpg,1.5049,-0.6302,0.4131,0.9786,-1.105,1.5735,-0.904
2686,5575,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005575.jpg,0.0774,-1.2264,0.8103,-0.9132,1.3832,-1.6602,-0.3136
2687,5578,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005578.jpg,-0.2795,-0.6826,0.1042,0.884,0.2782,-0.6742,0.8247
2688,5583,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005583.jpg,1.5049,-1.0233,0.5676,-1.2915,-1.0219,-1.5532,-0.8182
2689,5588,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005588.jpg,0.4343,1.3878,-1.606,0.1273,-0.7503,1.3635,-0.7973
2690,5591,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005591.jpg,0.0774,-0.8464,0.7662,-1.0078,0.8639,0.2684,1.6493
2691,5592,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005592.jpg,-0.2795,1.3943,-1.3853,0.411,-0.3909,0.5989,-0.6655
2692,5595,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005595.jpg,-1.3501,-1.3902,-0.3482,-1.0078,0.14,0.5658,-0.7944
2693,5596,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005596.jpg,1.5049,-0.5516,0.5676,-0.4403,1.3643,-1.0938,-0.757
2694,5598,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005598.jpg,-0.6363,2.174,-0.0503,-0.0619,-0.226,1.4555,-0.7935
2695,5606,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005606.jpg,0.4343,0.0578,0.9979,-1.197,-0.8993,-0.3393,-0.0016
2696,5607,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005607.jpg,-0.6363,-0.4991,0.2807,-0.8186,-0.3682,1.2767,-0.3356
2697,5614,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005614.jpg,-0.2795,-0.8923,0.0711,-0.1565,-0.4695,1.1057,-0.7212
2698,5615,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005615.jpg,0.4343,-0.4009,-0.3041,-1.2915,3.6046,-0.4373,-0.1155
2699,5616,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005616.jpg,0.0774,1.165,0.5124,2.492,-0.612,0.6673,-0.754
2700,5619,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005619.jpg,0.4343,-0.5385,1.0972,-1.197,-0.9461,-0.7844,-0.6209
2701,5628,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005628.jpg,0.7911,0.5164,-1.1867,1.2623,-0.7091,0.1803,1.6446
2702,5630,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005630.jpg,-0.9932,-0.1847,0.6227,-1.2915,-0.1859,-1.1751,-0.3531
2703,5636,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005636.jpg,0.0774,-0.676,0.9096,-0.9132,-1.1067,-0.9891,2.368
2704,5637,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005637.jpg,0.0774,-0.545,-0.0282,-0.3457,0.095,-0.2723,2.5293
2705,5639,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005639.jpg,-0.9932,-1.685,0.7993,1.5461,0.8416,-1.7369,-0.8407
2706,5640,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005640.jpg,-1.3501,-0.8267,1.384,0.9786,0.5901,0.5259,-0.6381
2707,5644,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005644.jpg,-0.9932,-0.4533,-1.6722,1.2623,0.1229,0.7454,-0.6384
2708,5645,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005645.jpg,1.148,1.283,-0.0503,-0.9132,-2.3311,0.7019,-0.601
2709,5647,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005647.jpg,-0.2795,0.9423,-0.282,0.7894,-0.5648,0.906,-0.4664
2710,5648,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005648.jpg,-0.6363,1.3485,1.042,0.0327,0.3509,0.4499,1.3397
2711,5649,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005649.jpg,0.7911,1.1061,1.2406,-0.9132,-0.8029,1.4335,-0.797
2712,5656,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005656.jpg,0.0774,0.369,-2.6431,0.411,-0.2283,-0.241,-0.5305
2713,5658,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005658.jpg,-0.6363,-1.0102,-0.3041,-0.0619,1.472,-1.4882,-0.6985
2714,5659,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005659.jpg,0.7911,1.7285,0.0931,-0.3457,-0.4875,1.1729,-0.336
2715,5661,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005661.jpg,-0.2795,1.283,0.7441,0.411,-0.5384,0.9782,-0.8168
2716,5662,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005662.jpg,-1.7069,0.1822,0.8544,1.1677,1.845,0.8943,-0.8215
2717,5664,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005664.jpg,-0.2795,-0.9185,-0.3372,-0.6294,0.3328,-0.0003,0.4403
